0,573,136
1,573,136
2,573,136
3,573,136
4,573,136
5,573,136
6,573,136
7,573,136
8,573,136
9,573,136
10,573,136
11,573,136
12,573,136
13,573,136
14,573,136
15,573,136
16,573,136
17,590,278
18,547,284
19,547,284
20,585,301
21,585,301
22,581,313
23,579,318
24,578,324
25,576,328
26,576,330
27,576,333
28,574,336
29,573,337
30,573,336
31,571,336
32,568,337
33,567,335
34,564,332
35,562,332
36,560,329
37,559,328
38,558,326
39,560,323
40,561,316
41,561,316
42,561,316
43,565,295
44,566,290
45,568,286
46,569,282
47,570,279
48,570,277
49,570,274
50,570,272
51,571,269
52,571,268
53,572,266
54,571,265
55,571,264
56,571,263
57,572,262
58,572,258
59,573,256
60,573,254
61,573,251
62,572,249
63,570,247
64,570,244
65,570,243
66,570,242
67,569,241
68,568,240
69,567,239
70,567,237
71,566,235
72,565,234
73,565,231
74,565,228
75,565,225
76,564,221
77,564,218
78,565,215
79,564,212
80,564,208
81,564,206
82,563,206
83,563,205
84,561,205
85,559,206
86,559,205
87,558,206
88,560,209
89,559,211
90,559,213
91,559,215
92,559,214
93,558,212
94,554,208
95,554,208
96,554,208
97,554,208
98,554,208
99,554,208
100,554,208
101,554,208
102,554,208
103,554,208
104,554,208
105,554,208
106,554,208
107,554,208
108,417,221
109,415,223
110,413,224
111,413,224
112,413,224
113,413,224
114,413,224
115,413,224
116,413,224
117,413,224
118,413,224
119,413,224
120,413,224
121,413,224
122,316,276
123,314,275
124,312,275
125,312,273
126,311,272
127,310,272
128,307,271
129,304,271
130,301,271
131,300,270
132,301,271
133,299,270
134,299,271
135,299,271
136,299,271
137,299,271
138,296,272
139,295,270
140,294,270
141,295,270
142,295,268
143,296,269
144,296,268
145,297,267
146,299,267
147,300,269
148,301,272
149,303,272
150,303,272
151,303,272
152,303,272
153,303,272
154,303,272
155,303,272
156,303,272
157,303,272
158,303,272
159,303,272
160,303,272
161,303,272
162,303,272
163,303,272
164,303,272
165,303,272
166,422,240
167,426,237
168,431,236
169,431,235
170,432,235
171,433,236
172,436,238
173,437,238
174,440,240
175,444,238
176,447,235
177,449,231
178,450,228
179,452,225
180,451,221
181,450,219
182,446,218
183,445,218
184,441,217
185,438,217
186,436,217
187,434,217
188,432,217
189,430,218
190,428,219
191,428,218
192,427,218
193,428,218
194,427,217
195,427,217
196,428,218
197,429,218
198,429,218
199,429,218
200,429,218
201,429,219
202,429,219
203,431,218
204,431,218
205,429,217
206,431,216
207,429,215
208,430,214
209,430,210
210,430,208
211,430,207
212,429,200
213,428,197
214,427,195
215,427,190
216,427,186
217,427,183
218,427,178
219,427,173
220,427,173
221,427,173
222,427,173
223,427,173
224,427,173
225,427,173
226,427,173
227,427,173
228,427,173
229,428,103
230,429,97
231,429,94
232,431,91
233,433,90
234,433,90
235,436,93
236,438,96
237,438,96
238,438,96
239,438,96
240,438,96
241,460,108
242,465,108
243,465,108
244,465,108
245,465,108
246,465,108
247,465,108
248,465,108
249,465,108
250,528,107
251,531,106
252,535,106
253,536,105
254,536,106
255,536,107
256,535,107
257,536,107
258,536,108
259,538,108
260,539,109
261,543,109
262,547,110
263,547,110
264,547,110
265,547,110
266,547,110
267,547,110
268,547,110
269,547,110
270,547,110
271,604,142
272,604,142
273,604,142
274,604,142
275,604,142
276,604,142
277,604,142
278,579,157
279,578,158
280,578,158
281,577,162
282,577,162
283,577,162
284,577,162
285,577,162
286,577,162
287,577,162
288,577,162
289,577,162
290,577,162
291,577,162
292,577,162
293,577,162
294,577,162
295,575,257
296,575,257
297,575,257
298,575,257
299,575,257
300,575,290
301,575,290
302,575,290
303,574,303
304,574,303
305,574,303
306,574,303
307,570,312
308,570,312
309,569,312
310,609,318
311,608,316
312,606,315
313,606,314
314,606,315
315,606,314
316,605,314
317,604,314
318,604,314
319,601,315
320,598,315
321,595,315
322,590,314
323,585,314
324,585,314
325,585,314
326,585,314
327,585,314
328,585,314
329,585,314
330,585,314
331,585,314
332,585,314
