-0.695082,0.3219
-0.695082,0.319261
-0.691803,0.319261
-0.691803,0.316623
-0.691803,0.313984
-0.688525,0.313984
-0.688525,0.311346
-0.685246,0.308707
-0.685246,0.308707
-0.685246,0.306069
-0.685246,0.306069
-0.685246,0.30343
-0.681967,0.300792
-0.678689,0.300792
-0.678689,0.295515
-0.672131,0.292876
-0.665574,0.290237
-0.655738,0.287599
-0.645902,0.282322
-0.636066,0.282322
-0.62623,0.282322
-0.616393,0.282322
-0.603279,0.287599
-0.593443,0.290237
-0.580328,0.295515
-0.570492,0.300792
-0.563934,0.308707
-0.554098,0.316623
-0.544262,0.327177
-0.534426,0.335092
-0.531148,0.345646
-0.52459,0.358839
-0.518033,0.372032
-0.511475,0.385224
-0.504918,0.401055
-0.498361,0.414248
-0.495082,0.427441
-0.491803,0.443272
-0.488525,0.456464
-0.481967,0.467018
-0.478689,0.480211
-0.47541,0.490765
-0.468852,0.501319
-0.468852,0.511873
-0.462295,0.519789
-0.459016,0.527704
-0.455738,0.538259
-0.455738,0.548813
-0.452459,0.559367
-0.44918,0.567282
-0.445902,0.580475
-0.442623,0.585752
-0.439344,0.596306
-0.436066,0.60686
-0.432787,0.614776
-0.429508,0.62533
-0.429508,0.633245
-0.42623,0.641161
-0.42623,0.649077
-0.42623,0.656992
-0.422951,0.664908
-0.419672,0.672823
-0.419672,0.680739
-0.416393,0.691293
-0.413115,0.69657
-0.413115,0.704485
-0.409836,0.71504
-0.406557,0.720317
-0.406557,0.728232
-0.403279,0.736148
-0.403279,0.744063
-0.4,0.74934
-0.4,0.757256
-0.4,0.762533
-0.396721,0.770449
-0.396721,0.775726
-0.393443,0.783641
-0.393443,0.791557
-0.393443,0.799472
-0.393443,0.807388
-0.390164,0.815303
-0.386885,0.823219
-0.386885,0.833773
-0.383607,0.841689
-0.380328,0.852243
-0.377049,0.860158
-0.377049,0.870712
-0.373771,0.881266
-0.370492,0.891821
-0.370492,0.897098
-0.367213,0.907652
-0.363934,0.912929
-0.363934,0.920844
-0.360656,0.926121
-0.357377,0.931398
-0.357377,0.936675
-0.354098,0.944591
-0.354098,0.949868
-0.35082,0.955145
-0.347541,0.960422
-0.347541,0.965699
-0.344262,0.968338
-0.340984,0.973615
-0.340984,0.978892
-0.337705,0.984169
-0.334426,0.986807
-0.334426,0.992084
-0.334426,0.994723
-0.331148,0.997361
-0.331148,1.00264
-0.327869,1.00528
-0.327869,1.01055
-0.32459,1.01055
-0.32459,1.01583
-0.32459,1.01847
-0.321311,1.02111
-0.321311,1.02375
-0.321311,1.02639
-0.318033,1.02902
-0.318033,1.02902
-0.318033,1.03166
-0.318033,1.03166
-0.314754,1.03166
-0.314754,1.03166
-0.318033,1.02639
-0.318033,1.02375
-0.318033,1.01847
-0.321311,1.01055
-0.321311,1.00528
-0.321311,0.997361
-0.321311,0.992084
-0.32459,0.984169
-0.327869,0.973615
-0.327869,0.968338
-0.327869,0.957784
-0.327869,0.949868
-0.327869,0.944591
-0.331148,0.936675
-0.331148,0.92876
-0.334426,0.923483
-0.334426,0.918206
-0.334426,0.91029
-0.334426,0.902375
-0.334426,0.897098
-0.334426,0.891821
-0.337705,0.886544
-0.337705,0.878628
-0.337705,0.870712
-0.337705,0.865435
-0.337705,0.860158
-0.337705,0.852243
-0.340984,0.846966
-0.340984,0.83905
-0.340984,0.831135
-0.340984,0.825858
-0.340984,0.817942
-0.340984,0.810026
-0.340984,0.802111
-0.340984,0.794195
-0.340984,0.783641
-0.344262,0.775726
-0.340984,0.76781
-0.340984,0.759894
-0.340984,0.751979
-0.340984,0.741425
-0.340984,0.736148
-0.340984,0.728232
-0.340984,0.720317
-0.344262,0.709763
-0.340984,0.701847
-0.340984,0.693931
-0.340984,0.688654
-0.344262,0.680739
-0.344262,0.675462
-0.344262,0.667546
-0.344262,0.659631
-0.340984,0.649077
-0.340984,0.638522
-0.344262,0.627968
-0.340984,0.614776
-0.340984,0.604222
-0.340984,0.591029
-0.340984,0.580475
-0.340984,0.569921
-0.340984,0.559367
-0.337705,0.548813
-0.337705,0.543536
-0.337705,0.532982
-0.337705,0.525066
-0.337705,0.514512
-0.337705,0.506596
-0.337705,0.498681
-0.337705,0.488127
-0.337705,0.477573
-0.334426,0.469657
-0.331148,0.459103
-0.331148,0.448549
-0.331148,0.440633
-0.331148,0.432718
-0.331148,0.424802
-0.331148,0.414248
-0.327869,0.408971
-0.327869,0.401055
-0.32459,0.395778
-0.32459,0.387863
-0.32459,0.379947
-0.32459,0.372032
-0.321311,0.366755
-0.32459,0.358839
-0.32459,0.350923
-0.321311,0.345646
-0.32459,0.337731
-0.32459,0.327177
-0.32459,0.3219
-0.32459,0.313984
-0.32459,0.308707
-0.32459,0.30343
-0.327869,0.295515
-0.327869,0.290237
-0.32459,0.282322
-0.32459,0.277045
-0.32459,0.269129
-0.32459,0.261214
-0.327869,0.255937
-0.327869,0.25066
-0.32459,0.240106
-0.32459,0.234829
-0.32459,0.229551
-0.32459,0.224274
-0.32459,0.216359
-0.321311,0.208443
-0.318033,0.203166
-0.321311,0.200528
-0.318033,0.192612
-0.318033,0.187335
-0.318033,0.182058
-0.318033,0.182058
-0.314754,0.174142
-0.314754,0.168865
-0.314754,0.163588
-0.318033,0.155673
-0.318033,0.150396
-0.321311,0.137203
-0.318033,0.14248
-0.311475,0.155673
-0.311475,0.17942
-0.304918,0.200528
-0.308197,0.224274
-0.308197,0.25066
-0.308197,0.274406
-0.311475,0.295515
-0.318033,0.316623
-0.318033,0.332454
-0.327869,0.350923
-0.331148,0.364116
-0.334426,0.37467
-0.340984,0.385224
-0.347541,0.39314
-0.354098,0.401055
-0.357377,0.406332
-0.363934,0.414248
-0.367213,0.416887
-0.373771,0.422164
-0.380328,0.422164
-0.383607,0.424802
-0.390164,0.427441
-0.4,0.427441
-0.406557,0.427441
-0.413115,0.427441
-0.422951,0.427441
-0.42623,0.427441
-0.432787,0.427441
-0.439344,0.427441
-0.445902,0.424802
-0.452459,0.424802
-0.459016,0.422164
-0.465574,0.422164
-0.468852,0.419525
-0.472131,0.419525
-0.478689,0.416887
-0.481967,0.416887
-0.485246,0.414248
-0.488525,0.414248
-0.495082,0.41161
-0.498361,0.408971
-0.504918,0.406332
-0.508197,0.403694
-0.511475,0.398417
-0.518033,0.395778
-0.521311,0.390501
-0.52459,0.387863
-0.527869,0.382586
-0.534426,0.379947
-0.540984,0.377309
-0.547541,0.37467
-0.554098,0.372032
-0.557377,0.366755
-0.567213,0.364116
-0.570492,0.358839
-0.577049,0.356201
-0.583607,0.353562
-0.590164,0.350923
-0.596721,0.345646
-0.603279,0.343008
-0.609836,0.340369
-0.613115,0.337731
-0.619672,0.332454
-0.62623,0.329815
-0.629508,0.327177
-0.636066,0.324538
-0.642623,0.324538
-0.64918,0.3219
-0.652459,0.3219
-0.659016,0.3219
-0.665574,0.319261
-0.668852,0.319261
-0.67541,0.319261
-0.678689,0.3219
-0.685246,0.319261
-0.688525,0.319261
-0.695082,0.319261
-0.701639,0.319261
-0.704918,0.319261
-0.711475,0.319261
-0.711475,0.319261
-0.718033,0.3219
-0.718033,0.3219
-0.721311,0.324538
-0.727869,0.327177
-0.727869,0.329815
-0.734426,0.329815
-0.737705,0.332454
-0.740984,0.337731
-0.740984,0.337731
-0.747541,0.340369
-0.747541,0.345646
-0.754098,0.345646
-0.754098,0.350923
-0.757377,0.353562
-0.760656,0.356201
-0.760656,0.358839
-0.763934,0.361478
-0.770492,0.364116
-0.770492,0.366755
-0.773771,0.369393
-0.777049,0.37467
-0.780328,0.377309
-0.783607,0.382586
-0.783607,0.385224
-0.786885,0.390501
-0.790164,0.39314
-0.790164,0.398417
-0.796721,0.403694
-0.796721,0.408971
-0.8,0.416887
-0.803279,0.424802
-0.806557,0.430079
-0.809836,0.437995
-0.813115,0.44591
-0.816393,0.453826
-0.819672,0.459103
-0.819672,0.467018
-0.822951,0.474934
-0.822951,0.480211
-0.82623,0.488127
-0.82623,0.496042
-0.82623,0.501319
-0.82623,0.509235
-0.82623,0.514512
-0.82623,0.519789
-0.82623,0.525066
-0.82623,0.530343
-0.82623,0.53562
-0.822951,0.540897
-0.822951,0.546174
-0.822951,0.55409
-0.822951,0.559367
-0.819672,0.564644
-0.819672,0.569921
-0.819672,0.575198
-0.819672,0.580475
-0.819672,0.583113
-0.819672,0.588391
-0.816393,0.588391
-0.816393,0.588391
-0.813115,0.588391
-0.809836,0.585752
-0.809836,0.583113
-0.806557,0.577836
-0.803279,0.572559
-0.8,0.564644
-0.796721,0.556728
-0.793443,0.548813
-0.790164,0.540897
-0.783607,0.532982
-0.780328,0.522427
-0.777049,0.511873
-0.770492,0.501319
-0.763934,0.490765
-0.757377,0.480211
-0.754098,0.469657
-0.747541,0.459103
-0.737705,0.44591
-0.731148,0.435356
-0.72459,0.424802
-0.714754,0.414248
-0.708197,0.403694
-0.701639,0.39314
-0.691803,0.385224
-0.681967,0.377309
-0.67541,0.366755
-0.668852,0.358839
-0.662295,0.350923
-0.652459,0.345646
-0.645902,0.340369
-0.639344,0.335092
-0.632787,0.329815
-0.62623,0.324538
-0.619672,0.3219
-0.613115,0.316623
-0.606557,0.313984
-0.603279,0.311346
-0.593443,0.306069
-0.586885,0.306069
-0.583607,0.300792
-0.577049,0.298153
-0.570492,0.295515
-0.563934,0.292876
-0.560656,0.290237
-0.554098,0.287599
-0.547541,0.28496
-0.540984,0.282322
-0.534426,0.277045
-0.527869,0.274406
-0.518033,0.271768
-0.508197,0.266491
-0.501639,0.263852
-0.491803,0.261214
-0.485246,0.258575
-0.47541,0.258575
-0.465574,0.255937
-0.455738,0.253298
-0.445902,0.253298
-0.436066,0.255937
-0.429508,0.255937
-0.419672,0.255937
-0.409836,0.255937
-0.403279,0.255937
-0.393443,0.261214
-0.386885,0.261214
-0.380328,0.266491
-0.373771,0.271768
-0.367213,0.274406
-0.360656,0.279683
-0.354098,0.282322
-0.347541,0.290237
-0.340984,0.292876
-0.334426,0.298153
-0.331148,0.30343
-0.32459,0.313984
-0.321311,0.319261
-0.314754,0.324538
-0.308197,0.332454
-0.301639,0.343008
-0.295082,0.348285
-0.291803,0.356201
-0.288525,0.364116
-0.278689,0.372032
-0.278689,0.379947
-0.27541,0.390501
-0.268852,0.395778
-0.268852,0.403694
-0.262295,0.414248
-0.262295,0.422164
-0.255738,0.430079
-0.252459,0.440633
-0.252459,0.451187
-0.245902,0.461741
-0.245902,0.472296
-0.245902,0.48285
-0.242623,0.490765
-0.239344,0.501319
-0.236066,0.511873
-0.239344,0.519789
-0.236066,0.530343
-0.232787,0.538259
-0.232787,0.546174
-0.232787,0.556728
-0.232787,0.564644
-0.232787,0.569921
-0.229508,0.580475
-0.229508,0.591029
-0.229508,0.598945
-0.229508,0.60686
-0.229508,0.614776
-0.22623,0.622691
-0.222951,0.633245
-0.222951,0.643799
-0.222951,0.651715
-0.222951,0.659631
-0.219672,0.667546
-0.219672,0.6781
-0.219672,0.688654
-0.216393,0.69657
-0.216393,0.704485
-0.216393,0.71504
-0.213115,0.725594
-0.209836,0.733509
-0.209836,0.741425
-0.206557,0.74934
-0.203279,0.759894
