# X, Y, VelX, VelY |[ 22.;154.;  0.;  0.][276.;318.; 22.; 26.]
0.13043,0.81761,0.27273,0.30769
0.15217,0.84277,0.27273,0.15385
0.17391,0.85535,0.27273,0.23077
0.19565,0.87421,0.63636,0.30769
0.24638,0.89937,0.27273,0.15385
0.26812,0.91195,0.45455,0.07692
0.30435,0.91824,0.36364,0.15385
0.33333,0.93082,0.54545,0.07692
0.37681,0.93711,0.45455,0.07692
0.41304,0.94340,0.72727,-0.15385
0.47101,0.93082,0.54545,-0.07692
0.51449,0.92453,0.54545,-0.30769
0.55797,0.89937,0.18182,-0.15385
0.57246,0.88679,0.72727,-0.53846
0.63043,0.84277,0.18182,-0.23077
0.64493,0.82390,0.63636,-0.76923
0.69565,0.76101,0.09091,-0.23077
0.70290,0.74214,0.54545,-0.76923
0.74638,0.67925,0.09091,-0.23077
0.75362,0.66038,0.36364,-0.69231
0.78261,0.60377,0.36364,-0.76923
0.81159,0.54088,0.27273,-0.53846
0.83333,0.49686,0.18182,-0.30769
0.84783,0.47170,0.18182,-0.53846
0.86232,0.42767,0.18182,-0.53846
0.87681,0.38365,0.27273,-0.76923
0.89855,0.32075,0.00000,-0.23077
0.89855,0.30189,0.18182,-0.30769
0.91304,0.27673,0.09091,-0.53846
0.92029,0.23270,0.09091,-0.30769
0.92754,0.20755,0.00000,-0.30769
0.92754,0.18239,0.09091,-0.23077
0.93478,0.16352,-0.09091,-0.23077
0.92754,0.14465,0.00000,-0.23077
0.92754,0.12579,0.00000,-0.07692
0.92754,0.11950,0.09091,-0.07692
0.93478,0.11321,-0.09091,0.00000
0.92754,0.11321,0.00000,-0.07692
0.92754,0.10692,0.00000,0.00000
0.92754,0.10692,0.00000,0.00000
0.92754,0.10692,-0.09091,0.07692
0.92029,0.11321,0.00000,0.15385
0.92029,0.12579,0.00000,0.07692
0.92029,0.13208,0.00000,0.15385
0.92029,0.14465,0.00000,0.15385
0.92029,0.15723,0.09091,0.15385
0.92754,0.16981,0.00000,0.23077
0.92754,0.18868,-0.09091,0.30769
0.92029,0.21384,0.00000,0.23077
0.92029,0.23270,-0.09091,0.30769
0.91304,0.25786,0.00000,0.23077
0.91304,0.27673,0.00000,0.38462
0.91304,0.30818,-0.09091,0.30769
0.90580,0.33333,0.09091,0.46154
0.91304,0.37107,-0.09091,0.38462
0.90580,0.40252,0.09091,0.30769
0.91304,0.42767,-0.18182,0.38462
0.89855,0.45912,-0.09091,0.38462
0.89130,0.49057,-0.09091,0.30769
0.88406,0.51572,-0.18182,0.23077
0.86957,0.53459,-0.09091,0.38462
0.86232,0.56604,-0.09091,0.38462
0.85507,0.59748,-0.27273,0.30769
0.83333,0.62264,-0.18182,0.38462
0.81884,0.65409,-0.09091,0.15385
0.81159,0.66667,-0.54545,0.46154
0.76812,0.70440,-0.18182,0.15385
0.75362,0.71698,-0.54545,0.46154
0.71014,0.75472,-0.36364,0.23077
0.68116,0.77358,-0.45455,0.15385
0.64493,0.78616,-0.36364,0.15385
0.61594,0.79874,-0.36364,0.07692
0.58696,0.80503,-0.45455,0.23077
0.55072,0.82390,-0.27273,0.00000
0.52899,0.82390,-0.27273,0.15385
0.50725,0.83648,-0.45455,0.00000
0.47101,0.83648,-0.45455,0.07692
0.43478,0.84277,-0.36364,0.07692
0.40580,0.84906,-0.54545,0.07692
0.36232,0.85535,-0.45455,-0.15385
0.32609,0.84277,-0.54545,0.00000
0.28261,0.84277,-0.18182,-0.07692
0.26812,0.83648,-0.54545,-0.15385
0.22464,0.82390,-0.27273,-0.23077
0.20290,0.80503,-0.45455,-0.15385
0.16667,0.79245,-0.27273,-0.15385
0.14493,0.77987,-0.36364,-0.23077
0.11594,0.76101,-0.18182,-0.15385
0.10145,0.74843,-0.27273,-0.30769
0.07971,0.72327,-0.09091,-0.15385
0.07246,0.71069,-0.18182,-0.23077
0.05797,0.69182,-0.18182,-0.23077
0.04348,0.67296,-0.18182,-0.23077
0.02899,0.65409,-0.09091,-0.15385
0.02174,0.64151,-0.09091,-0.15385
0.01449,0.62893,0.00000,-0.15385
0.01449,0.61635,0.00000,-0.07692
0.01449,0.61006,0.00000,-0.07692
0.01449,0.60377,0.00000,-0.07692
0.01449,0.59748,0.09091,0.00000
0.02174,0.59748,0.00000,0.00000
0.02174,0.59748,0.00000,0.07692
0.02174,0.60377,0.09091,0.15385
0.02899,0.61635,0.09091,0.15385
0.03623,0.62893,0.09091,0.23077
0.04348,0.64780,0.09091,0.15385
0.05072,0.66038,0.18182,0.30769
0.06522,0.68553,0.18182,0.23077
0.07971,0.70440,0.09091,0.30769
0.08696,0.72956,0.18182,0.23077
0.10145,0.74843,0.27273,0.30769
0.12319,0.77358,0.45455,0.30769
0.15942,0.79874,0.27273,0.23077
0.18116,0.81761,0.27273,0.15385
0.20290,0.83019,0.36364,0.30769
0.23188,0.85535,0.54545,0.23077
0.27536,0.87421,0.27273,0.07692
0.29710,0.88050,0.81818,0.15385
0.36232,0.89308,0.45455,0.00000
0.39855,0.89308,0.45455,0.00000
0.43478,0.89308,0.45455,-0.15385
0.47101,0.88050,0.81818,-0.46154
0.53623,0.84277,0.18182,-0.23077
0.55072,0.82390,0.81818,-0.53846
0.61594,0.77987,0.45455,-0.53846
0.65217,0.73585,0.09091,-0.23077
0.65942,0.71698,0.45455,-0.46154
0.69565,0.67925,0.36364,-0.53846
0.72464,0.63522,0.36364,-0.61538
0.75362,0.58491,0.45455,-0.84615
0.78986,0.51572,0.18182,-0.23077
0.80435,0.49686,0.18182,-0.69231
0.81884,0.44025,0.27273,-0.46154
0.84058,0.40252,0.27273,-0.46154
0.86232,0.36478,0.18182,-0.46154
0.87681,0.32704,0.18182,-0.61538
0.89130,0.27673,0.09091,-0.61538
0.89855,0.22642,0.09091,-0.23077
0.90580,0.20755,0.09091,-0.38462
0.91304,0.17610,0.09091,-0.23077
0.92029,0.15723,0.09091,-0.23077
0.92754,0.13836,0.00000,-0.30769
0.92754,0.11321,0.00000,-0.15385
0.92754,0.10063,0.09091,-0.15385
0.93478,0.08805,0.00000,-0.07692
0.93478,0.08176,-0.09091,-0.07692
0.92754,0.07547,0.00000,-0.07692
0.92754,0.06918,0.00000,0.00000
0.92754,0.06918,0.09091,0.07692
0.93478,0.07547,-0.09091,0.00000
0.92754,0.07547,-0.09091,0.07692
0.92029,0.08176,0.09091,0.23077
0.92754,0.10063,0.00000,0.07692
0.92754,0.10692,-0.09091,0.23077
0.92029,0.12579,0.00000,0.15385
0.92029,0.13836,0.00000,0.23077
0.92029,0.15723,0.18182,0.23077
0.93478,0.17610,0.00000,0.30769
0.93478,0.20126,0.00000,0.30769
0.93478,0.22642,0.09091,0.30769
0.94203,0.25157,-0.09091,0.38462
0.93478,0.28302,-0.09091,0.30769
0.92754,0.30818,-0.09091,0.23077
0.92029,0.32704,0.00000,1.00000
0.92029,0.40881,-0.09091,0.38462
0.91304,0.44025,-0.18182,0.38462
0.89855,0.47170,-0.09091,0.38462
0.89130,0.50314,-0.09091,0.53846
0.88406,0.54717,-0.09091,0.23077
0.87681,0.56604,-0.27273,0.61538
0.85507,0.61635,-0.09091,0.15385
0.84783,0.62893,-0.36364,0.46154
0.81884,0.66667,-0.09091,0.46154
0.81159,0.70440,-0.27273,0.30769
0.78986,0.72956,-0.18182,0.23077
0.77536,0.74843,-0.27273,0.30769
0.75362,0.77358,-0.09091,0.07692
0.74638,0.77987,-0.36364,0.38462
0.71739,0.81132,-0.18182,0.07692
0.70290,0.81761,-0.36364,0.30769
0.67391,0.84277,-0.27273,0.07692
0.65217,0.84906,-0.18182,0.15385
0.63768,0.86164,-0.27273,0.15385
0.61594,0.87421,-0.27273,0.15385
0.59420,0.88679,-0.36364,0.15385
0.56522,0.89937,-0.27273,0.07692
0.54348,0.90566,-0.45455,0.15385
0.50725,0.91824,-0.27273,0.00000
0.48551,0.91824,-0.36364,0.15385
0.45652,0.93082,-0.36364,0.00000
0.42754,0.93082,-0.36364,0.00000
0.39855,0.93082,-0.27273,0.00000
0.37681,0.93082,-0.45455,-0.15385
0.34058,0.91824,-0.36364,0.07692
0.31159,0.92453,-0.45455,-0.15385
0.27536,0.91195,-0.27273,-0.07692
0.25362,0.90566,-0.36364,-0.15385
0.22464,0.89308,-0.27273,-0.07692
0.20290,0.88679,-0.36364,-0.23077
0.17391,0.86792,-0.27273,-0.23077
0.15217,0.84906,-0.27273,-0.15385
0.13043,0.83648,-0.18182,-0.15385
0.11594,0.82390,-0.27273,-0.23077
0.09420,0.80503,-0.18182,-0.15385
0.07971,0.79245,-0.18182,-0.23077
0.06522,0.77358,-0.18182,-0.23077
0.05072,0.75472,-0.09091,-0.15385
0.04348,0.74214,-0.18182,-0.23077
0.02899,0.72327,-0.09091,-0.15385
0.02174,0.71069,-0.09091,-0.15385
0.01449,0.69811,-0.09091,-0.15385
0.00725,0.68553,0.00000,-0.15385
0.00725,0.67296,-0.09091,-0.07692
0.00000,0.66667,0.00000,-0.07692
0.00000,0.66038,0.00000,0.00000
0.00000,0.66038,0.00000,-0.07692
0.00000,0.65409,0.00000,0.07692
0.00000,0.66038,0.09091,0.00000
0.00725,0.66038,0.00000,0.15385
0.00725,0.67296,0.00000,0.07692
0.00725,0.67925,0.18182,0.23077
0.02174,0.69811,0.09091,0.15385
0.02899,0.71069,0.09091,0.15385
0.03623,0.72327,0.18182,0.38462
0.05072,0.75472,0.09091,0.23077
0.05797,0.77358,0.27273,0.38462
0.07971,0.80503,0.18182,0.30769
0.09420,0.83019,0.36364,0.30769
0.12319,0.85535,0.27273,0.30769
0.14493,0.88050,0.36364,0.38462
0.17391,0.91195,0.36364,0.23077
0.20290,0.93082,0.63636,0.38462
0.25362,0.96226,0.36364,0.15385
0.28261,0.97484,0.63636,0.15385
0.33333,0.98742,0.81818,0.00000
0.39855,0.98742,0.54545,-0.15385
0.44203,0.97484,0.27273,0.00000
0.46377,0.97484,1.00000,-0.38462
0.54348,0.94340,0.63636,-0.30769
0.59420,0.91824,0.45455,-0.46154
0.63043,0.88050,0.27273,-0.15385
0.65217,0.86792,0.54545,-0.46154
0.69565,0.83019,0.72727,-0.76923
0.75362,0.76730,0.18182,-0.23077
0.76812,0.74843,0.63636,-0.84615
0.81884,0.67925,0.27273,-0.61538
0.84058,0.62893,0.09091,-0.23077
0.84783,0.61006,0.45455,-0.69231
0.88406,0.55346,0.09091,-0.30769
0.89130,0.52830,0.27273,-0.76923
0.91304,0.46541,0.18182,-0.46154
0.92754,0.42767,0.18182,-0.53846
0.94203,0.38365,0.09091,-0.38462
0.94928,0.35220,0.09091,-0.38462
0.95652,0.32075,0.09091,-0.38462
0.96377,0.28931,0.18182,-0.30769
0.97826,0.26415,0.00000,-0.30769
0.97826,0.23899,0.09091,-0.30769
0.98551,0.21384,0.09091,-0.23077
0.99275,0.19497,-0.09091,-0.15385
0.98551,0.18239,0.00000,-0.15385
0.98551,0.16981,0.00000,-0.07692
0.98551,0.16352,0.00000,-0.07692
0.98551,0.15723,0.00000,0.00000
0.98551,0.15723,0.00000,-0.07692
0.98551,0.15094,0.00000,0.07692
0.98551,0.15723,-0.09091,0.00000
0.97826,0.15723,-0.09091,0.00000
0.97101,0.15723,0.09091,0.07692
0.97826,0.16352,0.00000,0.15385
0.97826,0.17610,0.00000,0.07692
0.97826,0.18239,0.09091,0.15385
0.98551,0.19497,-0.18182,0.23077
0.97101,0.21384,0.00000,0.23077
0.97101,0.23270,0.18182,0.15385
0.98551,0.24528,-0.09091,0.30769
0.97826,0.27044,0.00000,0.30769
0.97826,0.29560,0.00000,0.38462
0.97826,0.32704,-0.09091,0.30769
0.97101,0.35220,0.00000,0.38462
0.97101,0.38365,-0.09091,0.23077
0.96377,0.40252,-0.18182,0.46154
0.94928,0.44025,0.00000,0.38462
0.94928,0.47170,-0.18182,0.38462
0.93478,0.50314,-0.09091,0.30769
0.92754,0.52830,0.00000,0.30769
0.92754,0.55346,-0.18182,0.38462
0.91304,0.58491,-0.18182,0.53846
0.89855,0.62893,-0.09091,0.23077
0.89130,0.64780,-0.18182,0.38462
0.87681,0.67925,-0.36364,0.53846
0.84783,0.72327,-0.18182,0.38462
0.83333,0.75472,-0.18182,0.23077
0.81884,0.77358,-0.54545,0.53846
0.77536,0.81761,-0.27273,0.30769
0.75362,0.84277,-0.18182,0.15385
0.73913,0.85535,-0.45455,0.38462
0.70290,0.88679,-0.45455,0.30769
0.66667,0.91195,-0.27273,0.15385
0.64493,0.92453,-0.18182,0.07692
0.63043,0.93082,-0.36364,0.15385
0.60145,0.94340,-0.27273,0.15385
0.57971,0.95597,-0.54545,0.15385
0.53623,0.96855,-0.18182,0.07692
0.52174,0.97484,-0.36364,0.07692
0.49275,0.98113,-0.27273,0.07692
0.47101,0.98742,-0.72727,0.15385
0.41304,1.00000,-0.36364,0.00000
0.38406,1.00000,-0.54545,0.00000
0.34058,1.00000,-0.18182,-0.07692
0.32609,0.99371,-0.27273,-0.07692
0.30435,0.98742,-0.36364,-0.15385
0.27536,0.97484,-0.36364,-0.07692
0.24638,0.96855,-0.09091,-0.07692
0.23913,0.96226,-0.36364,-0.15385
0.21014,0.94969,-0.27273,-0.15385
0.18841,0.93711,-0.18182,-0.15385
0.17391,0.92453,-0.09091,-0.15385
0.16667,0.91195,-0.27273,-0.07692
0.14493,0.90566,-0.09091,-0.07692
0.13768,0.89937,-0.18182,-0.15385
0.12319,0.88679,-0.09091,-0.15385
0.11594,0.87421,-0.18182,-0.07692
0.10145,0.86792,0.00000,-0.15385
0.10145,0.85535,-0.09091,-0.07692
0.09420,0.84906,-0.09091,-0.07692
0.08696,0.84277,0.00000,0.00000
0.08696,0.84277,0.00000,-0.07692
0.08696,0.83648,0.09091,0.00000
0.09420,0.83648,-0.09091,0.07692
0.08696,0.84277,0.00000,0.00000
0.08696,0.84277,0.09091,0.00000
0.09420,0.84277,-0.09091,0.00000
0.08696,0.84277,0.09091,0.00000
0.09420,0.84277,0.00000,0.00000
0.09420,0.84277,0.00000,0.00000
0.09420,0.84277,0.00000,0.00000
0.09420,0.84277,0.00000,0.07692
0.09420,0.84906,0.00000,0.00000
0.09420,0.84906,0.00000,-0.07692
0.09420,0.84277,0.00000,0.07692
0.09420,0.84906,0.00000,-0.07692
0.09420,0.84277,0.00000,0.00000
0.09420,0.84277,0.00000,-0.07692
0.09420,0.83648,0.00000,0.00000
0.09420,0.83648,0.00000,0.00000
