# X, Y, VelX, VelY |[169.; 47.;  0.;  0.][293.;307.; 27.; 23.]
0.22867,0.15309,0.18519,-0.30435
0.24573,0.13029,0.24074,-0.13043
0.26792,0.12052,0.24074,-0.21739
0.29010,0.10423,0.29630,-0.08696
0.31741,0.09772,0.33333,0.00000
0.34812,0.09772,0.40741,0.00000
0.38567,0.09772,0.37037,0.15217
0.41980,0.10912,0.44444,0.02174
0.46075,0.11075,0.40741,0.06522
0.49829,0.11564,0.38889,0.08696
0.53413,0.12215,0.48148,-0.04348
0.57850,0.11889,0.24074,0.19565
0.60068,0.13355,0.51852,0.00000
0.64846,0.13355,0.48148,0.13043
0.69283,0.14332,0.44444,0.08696
0.73379,0.14984,0.48148,0.08696
0.77816,0.15635,0.48148,0.06522
0.82253,0.16124,0.29630,-0.02174
0.84983,0.15961,0.35185,0.15217
0.88225,0.17101,0.12963,-0.10870
0.89420,0.16287,0.14815,0.00000
0.90785,0.16287,0.07407,0.08696
0.91468,0.16938,0.03704,0.13043
0.91809,0.17915,0.03704,0.17391
0.92150,0.19218,-0.03704,0.26087
0.91809,0.21173,0.00000,0.39130
0.91809,0.24104,0.00000,0.47826
0.91809,0.27687,-0.03704,0.60870
0.91468,0.32248,-0.03704,0.60870
0.91126,0.36808,-0.03704,0.73913
0.90785,0.42345,0.03704,0.76087
0.91126,0.48046,-0.03704,0.80435
0.90785,0.54072,0.03704,0.78261
0.91126,0.59935,0.00000,0.78261
0.91126,0.65798,0.07407,0.73913
0.91809,0.71336,0.07407,0.65217
0.92491,0.76221,0.11111,0.56522
0.93515,0.80456,0.03704,0.43478
0.93857,0.83713,0.00000,0.26087
0.93857,0.85668,-0.07407,0.13043
0.93174,0.86645,-0.18519,0.00000
0.91468,0.86645,-0.25926,-0.08696
0.89078,0.85993,-0.29630,-0.04348
0.86348,0.85668,-0.40741,-0.08696
0.82594,0.85016,-0.44444,-0.08696
0.78498,0.84365,-0.48148,-0.04348
0.74061,0.84039,-0.48148,-0.04348
0.69625,0.83713,-0.55556,-0.04348
0.64505,0.83388,-0.64815,-0.04348
0.58532,0.83062,-0.46296,-0.04348
0.54266,0.82736,-0.70370,0.04348
0.47782,0.83062,-0.74074,-0.02174
0.40956,0.82899,-0.62963,0.43478
0.35154,0.86156,-0.81481,-0.08696
0.27645,0.85505,-1.00000,0.15217
0.18430,0.86645,-0.57407,-0.02174
0.13140,0.86482,-0.35185,0.23913
0.09898,0.88274,-0.25926,-0.08696
0.07509,0.87622,-0.11111,-0.17391
0.06485,0.86319,-0.03704,-0.30435
0.06143,0.84039,0.00000,-0.43478
0.06143,0.80782,0.03704,-0.52174
0.06485,0.76873,0.03704,-0.65217
0.06826,0.71987,0.01852,-0.65217
0.06997,0.67101,0.09259,-0.82609
0.07850,0.60912,0.03704,-0.82609
0.08191,0.54723,0.03704,-0.78261
0.08532,0.48860,0.03704,-0.82609
0.08874,0.42671,0.03704,-0.76087
0.09215,0.36971,0.16667,-0.89130
0.10751,0.30293,0.00000,-0.69565
0.10751,0.25081,0.12963,-0.69565
0.11945,0.19870,0.05556,-0.56522
0.12457,0.15635,0.20370,-0.58696
0.14334,0.11238,0.24074,-0.41304
0.16553,0.08143,0.05556,-0.23913
0.17065,0.06352,0.07407,-0.23913
0.17747,0.04560,0.25926,-0.08696
0.20137,0.03909,0.25926,-0.04348
0.22526,0.03583,0.29630,0.00000
0.25256,0.03583,0.25926,0.08696
0.27645,0.04235,0.29630,0.04348
0.30375,0.04560,0.33333,0.13043
0.33447,0.05537,0.44444,0.15217
0.37543,0.06678,0.40741,0.13043
0.41297,0.07655,0.46296,0.10870
0.45563,0.08469,0.55556,0.06522
0.50683,0.08958,0.55556,0.04348
0.55802,0.09283,0.51852,0.08696
0.60580,0.09935,0.59259,0.13043
0.66041,0.10912,0.51852,0.10870
0.70819,0.11726,0.53704,0.13043
0.75768,0.12704,0.48148,0.08696
0.80205,0.13355,0.46296,0.17391
0.84471,0.14658,0.24074,0.00000
0.86689,0.14658,0.25926,0.08696
0.89078,0.15309,0.14815,0.04348
0.90444,0.15635,0.07407,0.08696
0.91126,0.16287,0.07407,0.08696
0.91809,0.16938,0.00000,0.08696
0.91809,0.17590,0.00000,0.13043
0.91809,0.18567,0.00000,0.26087
0.91809,0.20521,0.00000,0.34783
0.91809,0.23127,0.03704,0.43478
0.92150,0.26384,0.03704,0.56522
0.92491,0.30619,-0.07407,0.60870
0.91809,0.35179,-0.07407,0.65217
0.91126,0.40065,-0.01852,0.80435
0.90956,0.46091,-0.05556,0.80435
0.90444,0.52117,-0.03704,0.86957
0.90102,0.58632,0.11111,0.86957
0.91126,0.65147,0.03704,0.86957
0.91468,0.71661,0.07407,0.73913
0.92150,0.77199,0.07407,0.65217
0.92833,0.82085,0.11111,0.47826
0.93857,0.85668,-0.03704,0.30435
0.93515,0.87948,-0.03704,0.17391
0.93174,0.89251,-0.07407,0.04348
0.92491,0.89577,-0.18519,-0.04348
0.90785,0.89251,-0.22222,-0.08696
0.88737,0.88599,-0.25926,-0.13043
0.86348,0.87622,-0.37037,-0.04348
0.82935,0.87296,-0.40741,-0.08696
0.79181,0.86645,-0.48148,-0.04348
0.74744,0.86319,-0.42593,0.06522
0.70819,0.86808,-0.61111,0.13043
0.65188,0.87785,-0.64815,0.10870
0.59215,0.88599,-0.59259,0.04348
0.53754,0.88925,-0.62963,0.02174
0.47952,0.89088,-0.64815,0.02174
0.41980,0.89251,-0.57407,0.00000
0.36689,0.89251,-0.55556,0.26087
0.31570,0.91205,-0.48148,-0.06522
0.27133,0.90717,-0.50000,-0.02174
0.22526,0.90554,-0.61111,-0.08696
0.16894,0.89902,-0.24074,-0.17391
0.14676,0.88599,-0.18519,-0.13043
0.12969,0.87622,-0.07407,-0.17391
0.12287,0.86319,-0.03704,-0.30435
0.11945,0.84039,-0.03704,-0.34783
0.11604,0.81433,0.03704,-0.47826
0.11945,0.77850,-0.07407,-0.56522
0.11263,0.73616,0.00000,-0.60870
0.11263,0.69055,-0.03704,-0.73913
0.10922,0.63518,-0.03704,-0.78261
0.10580,0.57655,0.00000,-0.78261
0.10580,0.51792,0.07407,-0.78261
0.11263,0.45928,0.07407,-0.78261
0.11945,0.40065,0.07407,-0.76087
0.12628,0.34365,0.07407,-0.71739
0.13311,0.28990,0.07407,-0.69565
0.13993,0.23779,0.20370,-0.65217
0.15870,0.18893,0.05556,-0.45652
0.16382,0.15472,0.03704,-0.36957
0.16724,0.12704,0.11111,-0.34783
0.17747,0.10098,0.14815,-0.21739
0.19113,0.08469,0.14815,-0.13043
0.20478,0.07492,0.14815,-0.04348
0.21843,0.07166,0.22222,0.00000
0.23891,0.07166,0.29630,0.04348
0.26621,0.07492,0.33333,0.04348
0.29693,0.07818,0.33333,0.08696
0.32765,0.08469,0.38889,0.10870
0.36348,0.09283,0.48148,0.04348
0.40785,0.09609,0.51852,0.00000
0.45563,0.09609,0.55556,0.06522
0.50683,0.10098,0.57407,0.06522
0.55973,0.10586,0.64815,0.06522
0.61945,0.11075,0.61111,0.10870
0.67577,0.11889,0.61111,0.02174
0.73208,0.12052,0.48148,0.15217
0.77645,0.13192,0.53704,0.06522
0.82594,0.13681,0.38889,0.00000
0.86177,0.13681,0.50000,0.13043
0.90785,0.14658,0.31481,0.02174
0.93686,0.14821,0.20370,-0.06522
0.95563,0.14332,0.18519,0.08696
0.97270,0.14984,0.07407,0.04348
0.97952,0.15309,0.00000,0.13043
0.97952,0.16287,0.00000,0.17391
0.97952,0.17590,-0.03704,0.26087
0.97611,0.19544,-0.03704,0.34783
0.97270,0.22150,-0.07407,0.43478
0.96587,0.25407,-0.07407,0.52174
0.95904,0.29316,-0.03704,0.65217
0.95563,0.34202,-0.11111,0.73913
0.94539,0.39739,-0.03704,0.82609
0.94198,0.45928,-0.07407,0.82609
0.93515,0.52117,0.03704,0.86957
0.93857,0.58632,-0.07407,0.84783
0.93174,0.64984,0.05556,0.76087
0.93686,0.70684,0.09259,0.60870
0.94539,0.75244,0.07407,0.52174
0.95222,0.79153,-0.03704,0.30435
0.94881,0.81433,-0.07407,0.21739
0.94198,0.83062,-0.07407,0.04348
0.93515,0.83388,-0.11111,0.00000
0.92491,0.83388,-0.18519,0.00000
0.90785,0.83388,-0.25926,-0.04348
0.88396,0.83062,-0.33333,0.00000
0.85324,0.83062,-0.33333,0.00000
0.82253,0.83062,-0.44444,0.00000
0.78157,0.83062,-0.51852,0.04348
0.73379,0.83388,-0.59259,0.04348
0.67918,0.83713,-0.70370,0.08696
0.61433,0.84365,-0.57407,0.04348
0.56143,0.84691,-0.87037,0.04348
0.48123,0.85016,-0.57407,0.19565
0.42833,0.86482,-0.79630,-0.04348
0.35495,0.86156,-0.55556,0.15217
0.30375,0.87296,-0.53704,0.19565
0.25427,0.88762,-0.48148,-0.26087
0.20990,0.86808,-0.35185,-0.19565
0.17747,0.85342,-0.14815,-0.13043
0.16382,0.84365,-0.11111,-0.21739
0.15358,0.82736,-0.03704,-0.26087
0.15017,0.80782,-0.03704,-0.30435
0.14676,0.78502,0.00000,-0.34783
0.14676,0.75896,-0.07407,-0.52174
0.13993,0.71987,0.00000,-0.56522
0.13993,0.67752,-0.07407,-0.65217
0.13311,0.62866,-0.03704,-0.73913
0.12969,0.57329,-0.09259,-0.78261
0.12116,0.51466,0.12963,-0.78261
0.13311,0.45603,-0.01852,-0.76087
0.13140,0.39902,-0.09259,-0.73913
0.12287,0.34365,0.18519,-0.71739
0.13993,0.28990,0.01852,-0.67391
0.14164,0.23941,0.20370,-0.67391
0.16041,0.18893,0.12963,-0.52174
0.17235,0.14984,0.01852,-0.39130
0.17406,0.12052,0.07407,-0.34783
0.18089,0.09446,0.07407,-0.26087
0.18771,0.07492,0.14815,-0.13043
0.20137,0.06515,0.14815,-0.08696
0.21502,0.05863,0.14815,0.00000
0.22867,0.05863,0.22222,0.04348
0.24915,0.06189,0.29630,0.04348
0.27645,0.06515,0.33333,0.04348
0.30717,0.06840,0.40741,0.04348
0.34471,0.07166,0.44444,0.00000
0.38567,0.07166,0.44444,0.00000
0.42662,0.07166,0.53704,0.08696
0.47611,0.07818,0.64815,0.02174
0.53584,0.07980,0.57407,-0.02174
0.58874,0.07818,0.61111,0.23913
0.64505,0.09609,0.62963,0.10870
0.70307,0.10423,0.62963,0.15217
0.76109,0.11564,0.40741,0.06522
0.79863,0.12052,0.50000,0.08696
0.84471,0.12704,0.20370,-0.08696
0.86348,0.12052,0.35185,0.02174
0.89590,0.12215,0.20370,-0.10870
0.91468,0.11401,0.18519,-0.04348
0.93174,0.11075,0.11111,0.00000
0.94198,0.11075,0.11111,0.00000
0.95222,0.11075,0.07407,0.08696
0.95904,0.11726,0.00000,0.13043
0.95904,0.12704,0.00000,0.21739
0.95904,0.14332,-0.03704,0.30435
0.95563,0.16612,-0.07407,0.39130
0.94881,0.19544,-0.03704,0.56522
0.94539,0.23779,-0.07407,0.65217
0.93857,0.28664,-0.03704,0.78261
0.93515,0.34528,0.00000,0.86957
0.93515,0.41042,-0.03704,0.91304
0.93174,0.47883,-0.03704,0.95652
0.92833,0.55049,-0.01852,0.97826
0.92662,0.62378,0.12963,0.89130
0.93857,0.69055,-0.14815,0.76087
0.92491,0.74756,0.07407,0.50000
0.93174,0.78502,0.00000,0.34783
0.93174,0.81107,-0.07407,0.13043
0.92491,0.82085,-0.11111,0.08696
0.91468,0.82736,-0.14815,-0.04348
0.90102,0.82410,-0.18519,-0.04348
0.88396,0.82085,-0.29630,-0.04348
0.85666,0.81759,-0.37037,-0.04348
0.82253,0.81433,-0.44444,0.00000
0.78157,0.81433,-0.51852,0.00000
0.73379,0.81433,-0.62963,0.04348
0.67577,0.81759,-0.50000,-0.06522
0.62969,0.81270,-0.77778,0.23913
0.55802,0.83062,-0.68519,-0.08696
0.49488,0.82410,-0.66667,0.13043
0.43345,0.83388,-0.75926,-0.08696
0.36348,0.82736,-0.70370,0.23913
0.29863,0.84528,-0.53704,-0.10870
0.24915,0.83713,-0.64815,-0.15217
0.18942,0.82573,-0.35185,0.02174
0.15700,0.82736,-0.22222,-0.04348
0.13652,0.82410,-0.11111,-0.08696
0.12628,0.81759,-0.03704,-0.17391
0.12287,0.80456,0.00000,-0.17391
0.12287,0.79153,-0.03704,-0.34783
0.11945,0.76547,-0.03704,-0.39130
0.11604,0.73616,-0.03704,-0.47826
0.11263,0.70033,-0.03704,-0.60870
0.10922,0.65472,-0.03704,-0.65217
0.10580,0.60586,0.00000,-0.69565
0.10580,0.55375,0.03704,-0.73913
0.10922,0.49837,-0.09259,-0.71739
0.10068,0.44463,0.03704,-0.71739
0.10410,0.39088,0.05556,-0.73913
0.10922,0.33550,0.09259,-0.80435
0.11775,0.27524,0.09259,-0.65217
0.12628,0.22638,0.16667,-0.60870
0.14164,0.18078,-0.01852,-0.45652
0.13993,0.14658,0.11111,-0.39130
0.15017,0.11726,0.14815,-0.34783
0.16382,0.09121,0.11111,-0.21739
0.17406,0.07492,0.11111,-0.13043
0.18430,0.06515,0.14815,-0.04348
0.19795,0.06189,0.14815,0.00000
0.21160,0.06189,0.22222,0.00000
0.23208,0.06189,0.22222,0.04348
0.25256,0.06515,0.29630,0.04348
0.27986,0.06840,0.40741,0.04348
0.31741,0.07166,0.40741,0.00000
0.35495,0.07166,0.38889,0.15217
0.39078,0.08306,0.48148,0.04348
0.43515,0.08632,0.61111,0.02174
0.49147,0.08795,0.61111,0.10870
0.54778,0.09609,0.61111,0.08696
0.60410,0.10261,0.57407,0.08696
0.65700,0.10912,0.53704,0.15217
0.70648,0.12052,0.57407,0.17391
0.75939,0.13355,0.37037,0.06522
0.79352,0.13844,0.25926,0.08696
0.81741,0.14495,0.31481,0.06522
0.84642,0.14984,0.18519,0.08696
0.86348,0.15635,0.14815,0.04348
0.87713,0.15961,0.07407,0.04348
0.88396,0.16287,0.00000,0.00000
0.88396,0.16287,0.00000,0.00000
0.88396,0.16287,-0.07407,0.08696
0.87713,0.16938,-0.07407,0.17391
0.87031,0.18241,-0.03704,0.30435
0.86689,0.20521,-0.07407,0.43478
0.86007,0.23779,-0.03704,0.56522
0.85666,0.28013,-0.03704,0.73913
0.85324,0.33550,-0.03704,0.82609
0.84983,0.39739,0.00000,0.86957
0.84983,0.46254,0.03704,0.97826
0.85324,0.53583,-0.05556,1.00000
0.84812,0.61075,0.07407,0.91304
0.85495,0.67915,0.03704,0.89130
0.85836,0.74593,0.11111,0.76087
0.86860,0.80293,0.12963,0.58696
0.88055,0.84691,-0.03704,0.43478
0.87713,0.87948,0.00000,0.26087
0.87713,0.89902,-0.03704,0.17391
0.87372,0.91205,-0.07407,0.00000
0.86689,0.91205,-0.11111,0.00000
0.85666,0.91205,-0.18519,-0.04348
0.83959,0.90879,-0.33333,-0.02174
0.80887,0.90717,-0.25926,-0.06522
0.78498,0.90228,-0.42593,-0.02174
0.74573,0.90065,-0.48148,-0.02174
0.70137,0.89902,-0.55556,-0.04348
0.65017,0.89577,-0.68519,0.10870
0.58703,0.90391,-0.68519,0.08696
0.52389,0.91042,-0.62963,-0.21739
0.46587,0.89414,-0.55556,-0.02174
0.41468,0.89251,-0.79630,0.00000
0.34130,0.89251,-0.62963,-0.08696
0.28328,0.88599,-0.59259,-0.04348
0.22867,0.88274,-0.62963,-0.13043
0.17065,0.87296,-0.38889,0.00000
0.13481,0.87296,-0.27778,-0.08696
0.10922,0.86645,-0.18519,-0.08696
0.09215,0.85993,-0.07407,-0.04348
0.08532,0.85668,-0.03704,-0.08696
0.08191,0.85016,0.03704,-0.17391
0.08532,0.83713,0.00000,-0.26087
0.08532,0.81759,0.00000,-0.39130
0.08532,0.78827,0.00000,-0.52174
0.08532,0.74919,0.00000,-0.60870
0.08532,0.70358,-0.07407,-0.73913
0.07850,0.64821,0.00000,-0.73913
0.07850,0.59283,-0.12963,-0.73913
0.06655,0.53746,0.05556,-0.86957
0.07167,0.47231,-0.03704,-0.78261
0.06826,0.41368,0.01852,-0.89130
0.06997,0.34691,-0.01852,-0.71739
0.06826,0.29316,0.00000,-0.67391
0.06826,0.24267,0.14815,-0.80435
0.08191,0.18241,0.12963,-0.69565
0.09386,0.13029,0.14815,-0.54348
0.10751,0.08958,0.03704,-0.36957
0.11092,0.06189,0.12963,-0.36957
0.12287,0.03420,0.12963,-0.15217
0.13481,0.02280,0.09259,-0.13043
0.14334,0.01303,0.22222,0.00000
0.16382,0.01303,0.29630,0.04348
0.19113,0.01629,0.33333,0.08696
0.22184,0.02280,0.38889,0.17391
0.25768,0.03583,0.48148,0.10870
0.30205,0.04397,0.62963,0.08696
0.36007,0.05049,0.70370,0.13043
0.42491,0.06026,0.66667,0.13043
0.48635,0.07003,0.66667,0.32609
0.54778,0.09446,0.70370,0.10870
0.61263,0.10261,0.68519,0.10870
0.67577,0.11075,0.62963,0.17391
0.73379,0.12378,0.55556,0.08696
0.78498,0.13029,0.55556,0.10870
0.83618,0.13844,0.37037,0.10870
0.87031,0.14658,0.33333,0.04348
0.90102,0.14984,0.29630,0.08696
0.92833,0.15635,0.18519,0.00000
0.94539,0.15635,0.07407,0.04348
0.95222,0.15961,0.00000,-0.04348
0.95222,0.15635,0.00000,0.00000
