# X, Y, VelX, VelY |[169.; 47.;  0.;  0.][293.;307.; 27.; 23.]
0.14334,0.14007,0.11111,-0.21739
0.15358,0.12378,0.14815,-0.17391
0.16724,0.11075,0.22222,-0.08696
0.18771,0.10423,0.29630,-0.04348
0.21502,0.10098,0.29630,0.04348
0.24232,0.10423,0.37037,0.00000
0.27645,0.10423,0.38889,0.13043
0.31229,0.11401,0.50000,0.06522
0.35836,0.11889,0.51852,0.10870
0.40614,0.12704,0.51852,0.19565
0.45392,0.14169,0.55556,0.10870
0.50512,0.14984,0.53704,0.19565
0.55461,0.16450,0.61111,0.02174
0.61092,0.16612,0.48148,0.15217
0.65529,0.17752,0.48148,0.08696
0.69966,0.18404,0.42593,0.08696
0.73891,0.19055,0.50000,0.08696
0.78498,0.19707,0.20370,0.00000
0.80375,0.19707,0.46296,-0.08696
0.84642,0.19055,0.27778,0.06522
0.87201,0.19544,0.16667,-0.04348
0.88737,0.19218,0.31481,0.10870
0.91638,0.20033,0.09259,-0.15217
0.92491,0.18893,0.14815,0.00000
0.93857,0.18893,0.07407,0.04348
0.94539,0.19218,0.00000,0.04348
0.94539,0.19544,0.03704,0.13043
0.94881,0.20521,-0.07407,0.21739
0.94198,0.22150,-0.07407,0.21739
0.93515,0.23779,-0.07407,0.34783
0.92833,0.26384,-0.03704,0.43478
0.92491,0.29642,-0.03704,0.43478
0.92150,0.32899,-0.03704,0.56522
0.91809,0.37134,0.00000,0.52174
0.91809,0.41042,0.00000,0.60870
0.91809,0.45603,0.03704,0.65217
0.92150,0.50489,0.03704,0.65217
0.92491,0.55375,0.00000,0.69565
0.92491,0.60586,0.03704,0.69565
0.92833,0.65798,0.07407,0.65217
0.93515,0.70684,0.07407,0.65217
0.94198,0.75570,0.07407,0.60870
0.94881,0.80130,0.07407,0.52174
0.95563,0.84039,0.03704,0.39130
0.95904,0.86971,0.00000,0.26087
0.95904,0.88925,-0.07407,0.13043
0.95222,0.89902,-0.07407,0.00000
0.94539,0.89902,-0.18519,-0.04348
0.92833,0.89577,-0.22222,-0.08696
0.90785,0.88925,-0.25926,-0.13043
0.88396,0.87948,-0.37037,-0.08696
0.84983,0.87296,-0.40741,-0.04348
0.81229,0.86971,-0.40741,-0.04348
0.77474,0.86645,-0.48148,0.00000
0.73038,0.86645,-0.48148,0.04348
0.68601,0.86971,-0.48148,0.00000
0.64164,0.86971,-0.57407,-0.02174
0.58874,0.86808,-0.53704,0.15217
0.53925,0.87948,-0.55556,-0.06522
0.48805,0.87459,-0.57407,0.21739
0.43515,0.89088,-0.53704,-0.10870
0.38567,0.88274,-0.53704,0.02174
0.33618,0.88436,-0.55556,0.13043
0.28498,0.89414,-0.16667,0.28261
0.26962,0.91531,-0.50000,0.13043
0.22355,0.92508,-0.46296,-0.06522
0.18089,0.92020,-0.37037,-0.19565
0.14676,0.90554,-0.22222,-0.13043
0.12628,0.89577,-0.14815,-0.17391
0.11263,0.88274,-0.07407,-0.21739
0.10580,0.86645,-0.03704,-0.30435
0.10239,0.84365,-0.03704,-0.34783
0.09898,0.81759,0.00000,-0.39130
0.09898,0.78827,0.00000,-0.47826
0.09898,0.75244,-0.03704,-0.56522
0.09556,0.71010,0.00000,-0.56522
0.09556,0.66775,0.00000,-0.60870
0.09556,0.62215,0.03704,-0.65217
0.09898,0.57329,0.03704,-0.65217
0.10239,0.52443,0.11111,-0.65217
0.11263,0.47557,0.07407,-0.65217
0.11945,0.42671,0.07407,-0.60870
0.12628,0.38111,0.07407,-0.65217
0.13311,0.33225,0.07407,-0.56522
0.13993,0.28990,0.07407,-0.56522
0.14676,0.24756,0.16667,-0.54348
0.16212,0.20684,-0.05556,-0.36957
0.15700,0.17915,0.07407,-0.34783
0.16382,0.15309,0.11111,-0.26087
0.17406,0.13355,0.11111,-0.17391
0.18430,0.12052,0.11111,-0.13043
0.19454,0.11075,0.14815,-0.08696
0.20819,0.10423,0.18519,-0.04348
0.22526,0.10098,0.22222,-0.04348
0.24573,0.09772,0.22222,0.00000
0.26621,0.09772,0.22222,0.00000
0.28669,0.09772,0.29630,0.00000
0.31399,0.09772,0.33333,0.00000
0.34471,0.09772,0.33333,0.00000
0.37543,0.09772,0.44444,0.08696
0.41638,0.10423,0.51852,-0.04348
0.46416,0.10098,0.48148,0.04348
0.50853,0.10423,0.51852,0.04348
0.55631,0.10749,0.53704,0.06522
0.60580,0.11238,0.57407,0.08696
0.65870,0.11889,0.53704,-0.02174
0.70819,0.11726,0.53704,0.21739
0.75768,0.13355,0.44444,0.08696
0.79863,0.14007,0.44444,0.04348
0.83959,0.14332,0.37037,0.08696
0.87372,0.14984,0.29630,0.00000
0.90102,0.14984,0.25926,0.04348
0.92491,0.15309,0.29630,0.04348
0.95222,0.15635,0.22222,0.04348
0.97270,0.15961,0.18519,0.08696
0.98976,0.16612,0.07407,0.13043
0.99659,0.17590,0.03704,0.08696
1.00000,0.18241,0.00000,0.08696
1.00000,0.18893,-0.07407,0.13043
0.99317,0.19870,-0.11111,0.13043
0.98294,0.20847,-0.14815,0.17391
0.96928,0.22150,-0.18519,0.26087
0.95222,0.24104,-0.18519,0.39130
0.93515,0.27036,-0.14815,0.52174
0.92150,0.30945,-0.03704,0.60870
0.91809,0.35505,-0.03704,0.65217
0.91468,0.40391,0.03704,0.73913
0.91809,0.45928,0.03704,0.73913
0.92150,0.51466,0.07407,0.73913
0.92833,0.57003,0.03704,0.69565
0.93174,0.62215,0.07407,0.65217
0.93857,0.67101,0.05556,0.65217
0.94369,0.71987,0.01852,0.56522
0.94539,0.76221,0.07407,0.52174
0.95222,0.80130,0.00000,0.43478
0.95222,0.83388,0.03704,0.34783
0.95563,0.85993,-0.03704,0.26087
0.95222,0.87948,0.00000,0.17391
0.95222,0.89251,-0.11111,0.00000
0.94198,0.89251,-0.14815,0.00000
0.92833,0.89251,-0.18519,-0.08696
0.91126,0.88599,-0.25926,-0.08696
0.88737,0.87948,-0.33333,-0.08696
0.85666,0.87296,-0.29630,-0.08696
0.82935,0.86645,-0.40741,-0.04348
0.79181,0.86319,-0.44444,-0.04348
0.75085,0.85993,-0.44444,0.00000
0.70990,0.85993,-0.51852,0.00000
0.66212,0.85993,-0.55556,0.00000
0.61092,0.85993,-0.53704,-0.08696
0.56143,0.85342,-0.59259,0.00000
0.50683,0.85342,-0.50000,0.08696
0.46075,0.85993,-0.57407,-0.02174
0.40785,0.85831,-0.46296,0.17391
0.36519,0.87134,-0.59259,-0.10870
0.31058,0.86319,-0.50000,0.02174
0.26451,0.86482,-0.53704,-0.04348
0.21502,0.86156,-0.40741,-0.15217
0.17747,0.85016,-0.29630,0.00000
0.15017,0.85016,-0.22222,-0.08696
0.12969,0.84365,-0.14815,-0.04348
0.11604,0.84039,-0.14815,-0.13043
0.10239,0.83062,-0.03704,-0.13043
0.09898,0.82085,-0.03704,-0.26087
0.09556,0.80130,0.03704,-0.39130
0.09898,0.77199,0.00000,-0.43478
0.09898,0.73941,0.00000,-0.56522
0.09898,0.69707,0.03704,-0.60870
0.10239,0.65147,-0.03704,-0.63043
0.09898,0.60423,0.14815,-0.71739
0.11263,0.55049,0.03704,-0.69565
0.11604,0.49837,0.03704,-0.73913
0.11945,0.44300,0.03704,-0.69565
0.12287,0.39088,0.11111,-0.76087
0.13311,0.33388,0.14815,-0.67391
0.14676,0.28339,0.09259,-0.65217
0.15529,0.23453,0.01852,-0.60870
0.15700,0.18893,0.07407,-0.56522
0.16382,0.14658,0.11111,-0.47826
0.17406,0.11075,0.07407,-0.47826
0.18089,0.07492,0.24074,-0.39130
0.20307,0.04560,-0.05556,-0.26087
0.19795,0.02606,0.11111,-0.21739
0.20819,0.00977,0.18519,-0.13043
0.22526,0.00000,0.22222,0.00000
0.24573,0.00000,0.29630,0.04348
0.27304,0.00326,0.29630,0.08696
0.30034,0.00977,0.35185,0.23913
0.33276,0.02769,0.33333,0.17391
0.36348,0.04072,0.42593,0.06522
0.40273,0.04560,0.46296,0.10870
0.44539,0.05375,0.48148,0.06522
0.48976,0.05863,0.40741,0.10870
0.52730,0.06678,0.40741,0.13043
0.56485,0.07655,0.42593,0.08696
0.60410,0.08306,0.46296,0.06522
0.64676,0.08795,0.46296,0.00000
0.68942,0.08795,0.37037,0.04348
0.72355,0.09121,0.37037,0.00000
0.75768,0.09121,0.33333,0.00000
0.78840,0.09121,0.33333,0.00000
0.81911,0.09121,0.29630,0.00000
0.84642,0.09121,0.25926,0.00000
0.87031,0.09121,0.18519,-0.04348
0.88737,0.08795,0.14815,0.00000
0.90102,0.08795,0.11111,0.00000
0.91126,0.08795,0.07407,0.04348
0.91809,0.09121,0.03704,0.04348
0.92150,0.09446,0.00000,0.08696
0.92150,0.10098,-0.03704,0.17391
0.91809,0.11401,-0.03704,0.17391
0.91468,0.12704,-0.07407,0.34783
0.90785,0.15309,-0.03704,0.43478
0.90444,0.18567,-0.07407,0.47826
0.89761,0.22150,0.00000,0.60870
0.89761,0.26710,-0.03704,0.65217
0.89420,0.31596,0.03704,0.73913
0.89761,0.37134,-0.01852,0.76087
0.89590,0.42834,0.05556,0.78261
0.90102,0.48697,-0.07407,0.76087
0.89420,0.54397,0.00000,0.82609
0.89420,0.60586,0.00000,0.82609
0.89420,0.66775,-0.05556,0.80435
0.88908,0.72801,0.12963,0.65217
0.90102,0.77687,-0.07407,0.76087
0.89420,0.83388,-0.03704,0.52174
0.89078,0.87296,-0.03704,0.39130
0.88737,0.90228,-0.11111,0.21739
0.87713,0.91857,-0.18519,0.00000
0.86007,0.91857,-0.29630,0.00000
0.83276,0.91857,-0.37037,-0.13043
0.79863,0.90879,-0.40741,-0.08696
0.76109,0.90228,-0.40741,-0.08696
0.72355,0.89577,-0.44444,-0.13043
0.68259,0.88599,-0.40741,-0.08696
0.64505,0.87948,-0.61111,-0.04348
0.58874,0.87622,-0.53704,-0.08696
0.53925,0.86971,-0.46296,-0.21739
0.49659,0.85342,-0.59259,-0.08696
0.44198,0.84691,-0.48148,0.02174
0.39761,0.84853,-0.51852,0.13043
0.34983,0.85831,-0.40741,-0.17391
0.31229,0.84528,-0.40741,0.02174
0.27474,0.84691,-0.42593,-0.10870
0.23549,0.83876,-0.55556,-0.02174
0.18430,0.83713,-0.29630,0.08696
0.15700,0.84365,-0.22222,0.04348
0.13652,0.84691,-0.18519,0.00000
0.11945,0.84691,-0.07407,-0.13043
0.11263,0.83713,-0.03704,-0.17391
0.10922,0.82410,0.03704,-0.30435
0.11263,0.80130,0.00000,-0.43478
0.11263,0.76873,0.00000,-0.52174
0.11263,0.72964,0.03704,-0.60870
0.11604,0.68404,0.03704,-0.65217
0.11945,0.63518,0.00000,-0.73913
0.11945,0.57980,0.07407,-0.69565
0.12628,0.52769,0.00000,-0.73913
0.12628,0.47231,0.00000,-0.73913
0.12628,0.41694,0.03704,-0.73913
0.12969,0.36156,0.07407,-0.69565
0.13652,0.30945,0.03704,-0.60870
0.13993,0.26384,0.07407,-0.56522
0.14676,0.22150,0.11111,-0.52174
0.15700,0.18241,0.11111,-0.39130
0.16724,0.15309,0.11111,-0.30435
0.17747,0.13029,0.18519,-0.21739
0.19454,0.11401,0.22222,-0.17391
0.21502,0.10098,0.22222,-0.08696
0.23549,0.09446,0.25926,0.00000
0.25939,0.09446,0.33333,0.00000
0.29010,0.09446,0.37037,0.08696
0.32423,0.10098,0.40741,0.04348
0.36177,0.10423,0.37037,0.15217
0.39590,0.11564,0.42593,0.00000
0.43515,0.11564,0.37037,0.08696
0.46928,0.12215,0.42593,0.02174
0.50853,0.12378,0.46296,0.02174
0.55119,0.12541,0.48148,-0.02174
0.59556,0.12378,0.40741,0.10870
0.63311,0.13192,0.48148,0.02174
0.67747,0.13355,0.37037,0.13043
0.71160,0.14332,0.40741,0.06522
0.74915,0.14821,0.38889,0.06522
0.78498,0.15309,0.37037,0.04348
0.81911,0.15635,0.33333,0.04348
0.84983,0.15961,0.33333,0.04348
0.88055,0.16287,0.22222,0.00000
0.90102,0.16287,0.22222,-0.04348
0.92150,0.15961,0.14815,0.00000
0.93515,0.15961,0.07407,-0.04348
0.94198,0.15635,0.03704,0.04348
0.94539,0.15961,0.00000,0.13043
0.94539,0.16938,0.03704,0.17391
0.94881,0.18241,-0.07407,0.21739
0.94198,0.19870,0.00000,0.39130
0.94198,0.22801,0.00000,0.43478
0.94198,0.26059,-0.03704,0.52174
0.93857,0.29967,0.00000,0.60870
0.93857,0.34528,0.00000,0.69565
0.93857,0.39739,0.00000,0.69565
0.93857,0.44951,0.00000,0.73913
0.93857,0.50489,0.03704,0.82609
0.94198,0.56678,0.07407,0.78261
0.94881,0.62541,0.03704,0.78261
0.95222,0.68404,0.03704,0.78261
0.95563,0.74267,0.03704,0.65217
0.95904,0.79153,0.07407,0.56522
0.96587,0.83388,0.03704,0.47826
0.96928,0.86971,0.03704,0.34783
0.97270,0.89577,-0.03704,0.17391
0.96928,0.90879,-0.03704,0.08696
0.96587,0.91531,-0.11111,0.00000
0.95563,0.91531,-0.14815,-0.04348
0.94198,0.91205,-0.22222,-0.08696
0.92150,0.90554,-0.29630,-0.13043
0.89420,0.89577,-0.37037,-0.08696
0.86007,0.88925,-0.40741,-0.08696
0.82253,0.88274,-0.48148,-0.08696
0.77816,0.87622,-0.51852,0.00000
0.73038,0.87622,-0.46296,0.00000
0.68771,0.87622,-0.55556,-0.10870
0.63652,0.86808,-0.72222,0.08696
0.56997,0.87459,-0.61111,-0.21739
0.51365,0.85831,-0.62963,0.15217
0.45563,0.86971,-0.62963,-0.02174
0.39761,0.86808,-0.48148,-0.02174
0.35324,0.86645,-0.61111,0.06522
0.29693,0.87134,-0.50000,-0.04348
0.25085,0.86808,-0.53704,-0.02174
0.20137,0.86645,-0.40741,-0.04348
0.16382,0.86319,-0.33333,-0.04348
0.13311,0.85993,-0.22222,-0.08696
0.11263,0.85342,-0.14815,-0.17391
0.09898,0.84039,-0.07407,-0.26087
0.09215,0.82085,0.00000,-0.30435
0.09215,0.79805,0.00000,-0.47826
0.09215,0.76221,0.00000,-0.56522
0.09215,0.71987,0.03704,-0.60870
0.09556,0.67427,0.03704,-0.73913
0.09898,0.61889,0.00000,-0.73913
0.09898,0.56352,0.03704,-0.78261
0.10239,0.50489,0.03704,-0.73913
0.10580,0.44951,0.00000,-0.76087
0.10580,0.39251,0.11111,-0.76087
0.11604,0.33550,0.11111,-0.69565
0.12628,0.28339,0.11111,-0.60870
0.13652,0.23779,0.11111,-0.52174
0.14676,0.19870,0.20370,-0.45652
0.16553,0.16450,-0.01852,-0.32609
0.16382,0.14007,0.11111,-0.26087
0.17406,0.12052,0.14815,-0.17391
0.18771,0.10749,0.18519,-0.13043
0.20478,0.09772,0.22222,-0.04348
0.22526,0.09446,0.22222,-0.04348
0.24573,0.09121,0.29630,0.00000
0.27304,0.09121,0.33333,0.04348
0.30375,0.09446,0.40741,0.04348
0.34130,0.09772,0.44444,0.04348
0.38225,0.10098,0.44444,0.08696
0.42321,0.10749,0.44444,0.04348
0.46416,0.11075,0.48148,0.04348
0.50853,0.11401,0.50000,0.17391
0.55461,0.12704,0.50000,0.08696
0.60068,0.13355,0.48148,0.08696
0.64505,0.14007,0.48148,0.26087
0.68942,0.15961,0.48148,0.13043
0.73379,0.16938,0.44444,0.13043
0.77474,0.17915,0.37037,0.08696
0.80887,0.18567,0.33333,0.04348
0.83959,0.18893,0.25926,0.00000
0.86348,0.18893,0.25926,0.04348
0.88737,0.19218,0.18519,-0.04348
0.90444,0.18893,0.11111,0.04348
0.91468,0.19218,0.07407,0.00000
0.92150,0.19218,0.00000,0.08696
0.92150,0.19870,0.00000,0.13043
0.92150,0.20847,0.00000,0.21739
0.92150,0.22476,-0.07407,0.26087
0.91468,0.24430,-0.03704,0.39130
0.91126,0.27362,-0.03704,0.47826
0.90785,0.30945,0.00000,0.56522
0.90785,0.35179,0.03704,0.60870
0.91126,0.39739,0.00000,0.73913
0.91126,0.45277,0.03704,0.73913
0.91468,0.50814,0.03704,0.78261
0.91809,0.56678,0.07407,0.82609
0.92491,0.62866,0.00000,0.78261
0.92491,0.68730,0.00000,0.78261
0.92491,0.74593,0.03704,0.69565
0.92833,0.79805,0.03704,0.56522
0.93174,0.84039,0.00000,0.43478
0.93174,0.87296,-0.03704,0.21739
0.92833,0.88925,-0.11111,0.08696
0.91809,0.89577,-0.11111,0.00000
0.90785,0.89577,-0.25926,-0.13043
0.88396,0.88599,-0.33333,-0.13043
0.85324,0.87622,-0.37037,-0.08696
0.81911,0.86971,-0.48148,-0.17391
0.77474,0.85668,-0.42593,-0.06522
0.73549,0.85179,-0.50000,-0.17391
0.68942,0.83876,-0.74074,-0.10870
0.62116,0.83062,-0.57407,-0.17391
0.56826,0.81759,-0.59259,0.13043
0.51365,0.82736,-0.61111,-0.10870
0.45734,0.81922,-0.53704,0.13043
0.40785,0.82899,-0.48148,0.08696
0.36348,0.83550,-0.51852,0.06522
0.31570,0.84039,-0.51852,0.23913
0.26792,0.85831,-0.62963,0.26087
0.20990,0.87785,-0.68519,-0.06522
0.14676,0.87296,-0.51852,0.04348
0.09898,0.87622,-0.48148,0.00000
0.05461,0.87622,-0.33333,-0.13043
0.02389,0.86645,-0.18519,-0.13043
0.00683,0.85668,-0.07407,-0.21739
0.00000,0.84039,0.00000,-0.26087
0.00000,0.82085,0.07407,-0.30435
0.00683,0.79805,0.11111,-0.43478
0.01706,0.76547,0.07407,-0.56522
0.02389,0.72313,0.03704,-0.60870
0.02730,0.67752,0.01852,-0.60870
0.02901,0.63192,-0.01852,-0.86957
0.02730,0.56678,0.03704,-0.73913
0.03072,0.51140,0.00000,-0.82609
0.03072,0.44951,0.11111,-0.78261
0.04096,0.39088,0.07407,-0.73913
0.04778,0.33550,0.01852,-0.65217
0.04949,0.28664,0.22222,-0.71739
0.06997,0.23290,0.14815,-0.54348
0.08362,0.19218,0.05556,-0.47826
0.08874,0.15635,0.14815,-0.34783
0.10239,0.13029,0.18519,-0.21739
0.11945,0.11401,0.18519,-0.13043
0.13652,0.10423,0.22222,0.00000
0.15700,0.10423,0.29630,0.04348
0.18430,0.10749,0.37037,0.04348
0.21843,0.11075,0.33333,0.08696
0.24915,0.11726,0.40741,0.08696
0.28669,0.12378,0.40741,0.15217
0.32423,0.13518,0.53704,-0.02174
0.37372,0.13355,0.46296,0.13043
0.41638,0.14332,0.66667,0.02174
0.47782,0.14495,0.51852,0.08696
0.52560,0.15147,0.55556,0.02174
0.57679,0.15309,0.55556,0.08696
0.62799,0.15961,0.51852,0.15217
0.67577,0.17101,0.46296,0.06522
0.71843,0.17590,0.42593,0.04348
0.75768,0.17915,0.40741,0.00000
0.79522,0.17915,0.33333,0.04348
0.82594,0.18241,0.29630,0.00000
0.85324,0.18241,0.22222,-0.04348
0.87372,0.17915,0.22222,0.00000
0.89420,0.17915,0.11111,0.00000
0.90444,0.17915,0.07407,0.04348
0.91126,0.18241,0.07407,0.08696
0.91809,0.18893,0.03704,0.13043
0.92150,0.19870,0.00000,0.21739
0.92150,0.21498,-0.03704,0.30435
0.91809,0.23779,0.00000,0.39130
0.91809,0.26710,-0.03704,0.47826
0.91468,0.30293,0.00000,0.56522
0.91468,0.34528,0.00000,0.65217
0.91468,0.39414,-0.03704,0.73913
0.91126,0.44951,0.00000,0.73913
0.91126,0.50489,0.00000,0.82609
0.91126,0.56678,0.00000,0.82609
0.91126,0.62866,0.00000,0.82609
0.91126,0.69055,0.00000,0.73913
0.91126,0.74593,0.00000,0.69565
0.91126,0.79805,-0.07407,0.60870
0.90444,0.84365,-0.03704,0.43478
0.90102,0.87622,-0.11111,0.26087
0.89078,0.89577,-0.18519,0.08696
0.87372,0.90228,-0.25926,-0.04348
0.84983,0.89902,-0.40741,-0.13043
0.81229,0.88925,-0.42593,0.00000
0.77304,0.88925,-0.50000,-0.30435
0.72696,0.86645,-0.38889,-0.17391
0.69113,0.85342,-0.79630,0.00000
0.61775,0.85342,-0.46296,-0.28261
0.57509,0.83225,-0.62963,0.06522
0.51706,0.83713,-0.62963,0.02174
0.45904,0.83876,-0.51852,-0.13043
0.41126,0.82899,-0.68519,0.19565
0.34812,0.84365,-0.46296,-0.13043
0.30546,0.83388,-0.55556,0.15217
0.25427,0.84528,-0.68519,-0.15217
0.19113,0.83388,-0.51852,0.04348
0.14334,0.83713,-0.48148,0.04348
0.09898,0.84039,-0.40741,0.04348
0.06143,0.84365,-0.22222,-0.08696
0.04096,0.83713,-0.14815,-0.08696
0.02730,0.83062,-0.03704,-0.21739
0.02389,0.81433,0.03704,-0.30435
0.02730,0.79153,0.00000,-0.43478
0.02730,0.75896,0.03704,-0.56522
0.03072,0.71661,0.03704,-0.60870
0.03413,0.67101,0.11111,-0.65217
0.04437,0.62215,0.07407,-0.69565
0.05119,0.57003,0.11111,-0.73913
0.06143,0.51466,0.11111,-0.69565
0.07167,0.46254,0.11111,-0.78261
0.08191,0.40391,0.11111,-0.69565
0.09215,0.35179,0.11111,-0.69565
0.10239,0.29967,0.07407,-0.67391
0.10922,0.24919,0.09259,-0.63043
0.11775,0.20195,0.05556,-0.52174
0.12287,0.16287,0.20370,-0.54348
0.14164,0.12215,-0.01852,-0.36957
0.13993,0.09446,0.22222,-0.34783
0.16041,0.06840,0.18519,-0.21739
0.17747,0.05212,0.18519,-0.21739
0.19454,0.03583,0.22222,-0.04348
0.21502,0.03257,0.29630,-0.04348
0.24232,0.02932,0.29630,0.04348
0.26962,0.03257,0.29630,0.08696
0.29693,0.03909,0.33333,0.08696
0.32765,0.04560,0.35185,0.17391
0.36007,0.05863,0.42593,0.00000
0.39932,0.05863,0.40741,0.04348
0.43686,0.06189,0.44444,0.13043
0.47782,0.07166,0.48148,0.13043
0.52218,0.08143,0.50000,0.06522
0.56826,0.08632,0.51852,0.06522
0.61604,0.09121,0.51852,-0.02174
0.66382,0.08958,0.40741,0.08696
0.70137,0.09609,0.46296,-0.02174
0.74403,0.09446,0.42593,0.10870
0.78328,0.10261,0.31481,-0.04348
0.81229,0.09935,0.25926,-0.04348
0.83618,0.09609,0.31481,0.00000
0.86519,0.09609,0.25926,-0.02174
0.88908,0.09446,0.16667,-0.08696
0.90444,0.08795,0.18519,0.00000
0.92150,0.08795,0.07407,0.00000
0.92833,0.08795,0.03704,0.00000
0.93174,0.08795,0.03704,0.13043
0.93515,0.09772,0.00000,0.13043
0.93515,0.10749,-0.07407,0.26087
0.92833,0.12704,-0.03704,0.39130
0.92491,0.15635,-0.03704,0.52174
0.92150,0.19544,-0.07407,0.60870
0.91468,0.24104,-0.03704,0.73913
0.91126,0.29642,-0.03704,0.73913
0.90785,0.35179,-0.03704,0.86957
0.90444,0.41694,-0.03704,0.91304
0.90102,0.48534,0.00000,0.91304
0.90102,0.55375,0.03704,1.00000
0.90444,0.62866,-0.01852,0.93478
0.90273,0.69870,-0.07407,0.91304
0.89590,0.76710,0.11111,0.78261
0.90614,0.82573,0.12963,0.60870
0.91809,0.87134,-0.05556,0.47826
0.91297,0.90717,-0.09259,0.15217
0.90444,0.91857,-0.18519,0.00000
0.88737,0.91857,-0.22222,-0.08696
0.86689,0.91205,-0.29630,-0.13043
0.83959,0.90228,-0.33333,-0.17391
0.80887,0.88925,-0.24074,-0.19565
0.78669,0.87459,-0.57407,-0.06522
0.73379,0.86971,-0.44444,-0.04348
0.69283,0.86645,-0.51852,-0.08696
0.64505,0.85993,-0.55556,-0.04348
0.59386,0.85668,-0.57407,0.08696
0.54096,0.86319,-0.66667,-0.13043
0.47952,0.85342,-0.53704,0.00000
0.43003,0.85342,-0.62963,0.00000
0.37201,0.85342,-0.66667,0.21739
0.31058,0.86971,-0.72222,0.00000
0.24403,0.86971,-0.68519,0.00000
0.18089,0.86971,-0.48148,0.00000
0.13652,0.86971,-0.37037,0.00000
0.10239,0.86971,-0.22222,-0.13043
0.08191,0.85993,-0.07407,-0.17391
0.07509,0.84691,-0.03704,-0.30435
0.07167,0.82410,0.00000,-0.39130
0.07167,0.79479,0.03704,-0.47826
0.07509,0.75896,0.03704,-0.60870
0.07850,0.71336,0.00000,-0.65217
0.07850,0.66450,0.00000,-0.69565
0.07850,0.61238,0.07407,-0.69565
0.08532,0.56026,0.07407,-0.82609
0.09215,0.49837,0.00000,-0.73913
0.09215,0.44300,0.14815,-0.63043
0.10580,0.39577,0.00000,-0.89130
0.10580,0.32899,0.07407,-0.65217
0.11263,0.28013,0.11111,-0.69565
0.12287,0.22801,0.16667,-0.67391
0.13823,0.17752,-0.03704,-0.45652
0.13481,0.14332,0.16667,-0.56522
0.15017,0.10098,0.16667,-0.45652
0.16553,0.06678,-0.16667,-0.23913
0.15017,0.04886,0.18741,-0.20000
0.16744,0.03388,0.10889,-0.27826
0.17747,0.01303,0.14815,0.00000
0.19113,0.01303,0.25926,0.00000
0.21502,0.01303,0.29630,0.13043
0.24232,0.02280,0.31481,0.23913
0.27133,0.04072,0.40741,0.08696
0.30887,0.04723,0.37037,0.21739
0.34300,0.06352,0.44444,0.10870
0.38396,0.07166,0.59259,0.04348
0.43857,0.07492,0.50000,0.13043
0.48464,0.08469,0.57407,0.02174
0.53754,0.08632,0.50000,0.15217
0.58362,0.09772,0.51852,0.13043
0.63140,0.10749,0.55556,0.06522
0.68259,0.11238,0.46296,0.10870
0.72526,0.12052,0.51852,-0.04348
0.77304,0.11726,0.35185,0.08696
0.80546,0.12378,0.40741,0.06522
0.84300,0.12866,0.20370,-0.06522
0.86177,0.12378,0.16667,-0.04348
0.87713,0.12052,0.14815,0.04348
0.89078,0.12378,0.11111,0.08696
0.90102,0.13029,0.07407,0.17391
0.90785,0.14332,0.03704,0.17391
0.91126,0.15635,-0.03704,0.30435
0.90785,0.17915,-0.03704,0.34783
0.90444,0.20521,-0.07407,0.43478
0.89761,0.23779,-0.07407,0.52174
0.89078,0.27687,-0.07407,0.60870
0.88396,0.32248,0.00000,0.69565
0.88396,0.37459,-0.07407,0.69565
0.87713,0.42671,-0.03704,0.73913
0.87372,0.48208,0.03704,0.86957
0.87713,0.54723,-0.03704,0.82609
0.87372,0.60912,0.07407,0.82609
0.88055,0.67101,0.03704,0.78261
0.88396,0.72964,0.00000,0.65217
0.88396,0.77850,0.03704,0.56522
0.88737,0.82085,-0.03704,0.39130
0.88396,0.85016,-0.07407,0.17391
0.87713,0.86319,-0.14815,0.04348
0.86348,0.86645,-0.25926,-0.08696
0.83959,0.85993,-0.33333,-0.17391
0.80887,0.84691,-0.44444,-0.21739
0.76792,0.83062,-0.44444,-0.21739
0.72696,0.81433,-0.48148,-0.17391
0.68259,0.80130,-0.48148,-0.13043
0.63823,0.79153,-0.50000,-0.15217
0.59215,0.78013,-0.66667,0.10870
0.53072,0.78827,-0.37037,-0.13043
0.49659,0.77850,-0.51852,-0.08696
0.44881,0.77199,-0.74074,0.06522
0.38055,0.77687,-0.37037,-0.08696
0.34642,0.77036,-0.42593,-0.02174
0.30717,0.76873,-0.59259,0.26087
0.25256,0.78827,-0.51852,0.13043
0.20478,0.79805,-0.25926,0.13043
0.18089,0.80782,-0.22222,0.00000
0.16041,0.80782,-0.07407,-0.08696
0.15358,0.80130,0.00000,-0.13043
0.15358,0.79153,0.00000,-0.30435
0.15358,0.76873,0.00000,-0.43478
0.15358,0.73616,0.07407,-0.47826
0.16041,0.70033,0.07407,-0.60870
0.16724,0.65472,0.03704,-0.65217
0.17065,0.60586,0.07407,-0.69565
0.17747,0.55375,0.07407,-0.69565
0.18430,0.50163,0.03704,-0.69565
0.18771,0.44951,0.03704,-0.69565
0.19113,0.39739,0.03704,-0.65217
0.19454,0.34853,0.03704,-0.65217
0.19795,0.29967,0.03704,-0.60870
0.20137,0.25407,0.12963,-0.52174
0.21331,0.21498,0.05556,-0.47826
0.21843,0.17915,0.11111,-0.34783
