# X, Y, VelX, VelY |[0.;0.;0.;0.][396.;340.;392.;340.]
0.86869,0.63529,-0.01531,-0.02941
0.85354,0.60588,0.00000,-0.01765
0.85354,0.58824,0.01020,-0.02353
0.86364,0.56471,-0.00510,-0.01765
0.85859,0.54706,-0.00510,-0.01176
0.85354,0.53529,0.00000,-0.01176
0.85354,0.52353,0.00510,-0.00588
0.85859,0.51765,0.00000,0.00000
0.85859,0.51765,-0.00510,-0.00588
0.85354,0.51176,0.00510,0.00588
0.85859,0.51765,0.00000,0.02353
0.85859,0.54118,-0.01531,0.01765
0.84343,0.55882,0.00000,0.02353
0.84343,0.58235,0.01020,0.03529
0.85354,0.61765,0.00000,0.00000
0.85354,0.61765,0.01531,0.08235
0.86869,0.70000,-0.00510,0.02353
0.86364,0.72353,0.02551,0.04118
0.88889,0.76471,0.00510,0.01176
0.89394,0.77647,0.01531,0.01176
0.90909,0.78824,0.01020,0.00588
0.91919,0.79412,0.01531,-0.01765
0.93434,0.77647,0.02551,-0.10000
0.95960,0.67647,0.00510,-0.10000
0.96465,0.57647,-0.01020,-0.15882
0.95455,0.41765,-0.01531,-0.01765
0.93939,0.40000,0.00000,-0.01765
0.93939,0.38235,0.00000,-0.00588
0.93939,0.37647,-0.00510,-0.00588
0.93434,0.37059,-0.94388,-0.37059
0.00000,0.00000,0.93878,0.37647
0.92929,0.37647,0.00000,0.01176
0.92929,0.38824,0.00510,0.00588
0.93434,0.39412,0.00510,0.02353
0.93939,0.41765,0.00510,0.02353
0.94444,0.44118,0.01020,0.06471
0.95455,0.50588,0.00510,0.08235
0.95960,0.58824,0.00510,0.00588
0.96465,0.59412,-0.97449,-0.59412
0.00000,0.00000,0.96939,0.75882
0.95960,0.75882,-0.01531,0.01765
0.94444,0.77647,-0.01020,0.02353
0.93434,0.80000,-0.02041,-0.00588
0.91414,0.79412,-0.01020,-0.02353
0.90404,0.77059,-0.91327,-0.77059
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.87755,0.55882
0.86869,0.55882,-0.01020,-0.01765
0.85859,0.54118,0.00510,-0.01176
0.86364,0.52941,0.00000,-0.00588
0.86364,0.52353,0.00000,-0.01176
0.86364,0.51176,-0.00510,0.01176
0.85859,0.52353,0.00000,0.01176
0.85859,0.53529,0.00000,0.00000
0.85859,0.53529,0.00510,0.02941
0.86364,0.56471,-0.00510,0.02941
0.85859,0.59412,0.00000,0.05294
0.85859,0.64706,0.00510,0.04118
0.86364,0.68824,0.02041,0.11765
0.88384,0.80588,0.01531,0.02941
0.89899,0.83529,0.00510,0.00588
0.90404,0.84118,0.02041,0.01176
0.92424,0.85294,0.02041,-0.02353
0.94444,0.82941,0.01531,-0.05294
0.95960,0.77647,0.00510,-0.04706
0.96465,0.72941,0.01020,-0.08824
0.97475,0.64118,0.00000,-0.11176
0.97475,0.52941,0.00510,-0.04118
0.97980,0.48824,-0.02041,-0.07647
0.95960,0.41176,-0.00510,-0.02353
0.95455,0.38824,-0.01020,-0.01176
0.94444,0.37647,0.00000,-0.01176
0.94444,0.36471,-0.95408,-0.36471
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.94388,0.35882
0.93434,0.35882,0.00000,0.01765
0.93434,0.37647,0.00510,0.01176
0.93939,0.38824,0.00510,0.02941
0.94444,0.41765,0.02041,0.15294
0.96465,0.57059,-0.00510,0.06471
0.95960,0.63529,-0.96939,-0.63529
0.00000,0.00000,0.94898,0.75294
0.93939,0.75294,-0.02551,0.02353
0.91414,0.77647,-0.02041,0.00000
0.89394,0.77647,-0.01531,0.00000
0.87879,0.77647,-0.01020,-0.01176
0.86869,0.76471,-0.01531,-0.02941
0.85354,0.73529,-0.02551,-0.04118
0.82828,0.69412,-0.00510,-0.06471
0.82323,0.62941,-0.01020,-0.02353
0.81313,0.60588,-0.00510,-0.02941
0.80808,0.57647,0.00000,-0.01765
0.80808,0.55882,0.01531,-0.01765
0.82323,0.54118,-0.01020,-0.01176
0.81313,0.52941,0.00510,0.00000
0.81818,0.52941,-0.00510,0.00000
0.81313,0.52941,0.00510,0.00588
0.81818,0.53529,0.00000,0.01176
0.81818,0.54706,-0.00510,0.01176
0.81313,0.55882,-0.01020,0.02941
0.80303,0.58824,-0.81122,-0.58824
0.00000,0.00000,0.82143,0.64706
0.81313,0.64706,0.00510,0.03529
0.81818,0.68235,0.00510,0.08235
0.82323,0.76471,0.03571,0.06471
0.85859,0.82941,0.01020,0.01765
0.86869,0.84706,0.02551,0.00000
0.89394,0.84706,0.02551,0.00588
0.91919,0.85294,0.02041,-0.02353
0.93939,0.82941,0.00510,-0.01176
0.94444,0.81765,0.02551,-0.14118
0.96970,0.67647,0.00510,-0.08824
0.97475,0.58824,-0.02551,-0.14706
0.94949,0.44118,-0.00510,-0.02941
0.94444,0.41176,-0.95408,-0.41176
0.00000,0.00000,0.93878,0.38235
0.92929,0.38235,-0.01020,-0.01176
0.91919,0.37059,-0.92857,-0.37059
0.00000,0.00000,0.93367,0.37647
0.92424,0.37647,0.00000,0.00588
0.92424,0.38235,0.00510,0.00588
0.92929,0.38824,-0.93878,-0.38824
0.00000,0.00000,0.94898,0.43529
0.93939,0.43529,0.00510,0.01765
0.94444,0.45294,0.03061,0.09412
0.97475,0.54706,0.00510,0.04118
0.97980,0.58824,0.00000,0.08235
0.97980,0.67059,-0.01020,0.08235
0.96970,0.75294,-0.00510,0.01176
0.96465,0.76471,-0.00510,0.03529
0.95960,0.80000,-0.01531,0.01176
0.94444,0.81176,-0.01531,-0.00588
0.92929,0.80588,-0.01531,-0.00588
0.91414,0.80000,-0.00510,-0.01176
0.90909,0.78824,-0.02041,-0.04706
0.88889,0.74118,-0.01531,-0.02353
0.87374,0.71765,-0.01020,-0.08824
0.86364,0.62941,-0.01020,-0.02941
0.85354,0.60000,-0.01020,-0.01765
0.84343,0.58235,0.00510,-0.01765
0.84848,0.56471,0.00000,-0.01765
0.84848,0.54706,0.00510,0.00000
0.85354,0.54706,0.00000,-0.00588
0.85354,0.54118,0.00000,0.00588
0.85354,0.54706,0.00000,0.00588
0.85354,0.55294,-0.01020,0.01176
0.84343,0.56471,0.01020,0.01765
0.85354,0.58235,0.00000,0.02353
0.85354,0.60588,-0.00510,0.04118
0.84848,0.64706,0.01020,0.02353
0.85859,0.67059,0.00000,0.04706
0.85859,0.71765,0.02551,0.07647
0.88384,0.79412,0.02041,0.02941
0.90404,0.82353,0.01020,0.01765
0.91414,0.84118,0.02551,-0.00588
0.93939,0.83529,0.00510,-0.01176
0.94444,0.82353,0.01531,-0.02941
0.95960,0.79412,0.01020,-0.17647
0.96970,0.61765,-0.01531,-0.13529
0.95455,0.48235,-0.02041,-0.07647
0.93434,0.40588,-0.01020,-0.01765
0.92424,0.38824,0.00000,-0.01176
0.92424,0.37647,0.00000,-0.00588
0.92424,0.37059,0.00000,0.00588
0.92424,0.37647,0.00510,0.01176
0.92929,0.38824,-0.93878,-0.38824
0.00000,0.00000,0.97959,0.51765
0.96970,0.51765,-0.97959,-0.51765
0.00000,0.00000,0.95918,0.78824
0.94949,0.78824,-0.01531,0.01176
0.93434,0.80000,-0.01531,0.01176
0.91919,0.81176,-0.02041,-0.01765
0.89899,0.79412,-0.00510,-0.01765
0.89394,0.77647,-0.01020,-0.02353
0.88384,0.75294,-0.01531,-0.01765
0.86869,0.73529,0.00000,-0.02353
0.86869,0.71176,-0.01020,-0.03529
0.85859,0.67647,-0.01020,-0.02353
0.84848,0.65294,0.01020,-0.01765
0.85859,0.63529,0.00000,-0.01765
0.85859,0.61765,-0.01020,-0.00588
0.84848,0.61176,0.00000,-0.01176
0.84848,0.60000,0.00000,0.00000
0.84848,0.60000,-0.00510,0.00000
0.84343,0.60000,0.00000,0.00000
0.84343,0.60000,0.00510,0.01176
0.84848,0.61176,0.00000,0.01176
0.84848,0.62353,0.00000,0.01765
0.84848,0.64118,0.00000,0.02353
0.84848,0.66471,0.01531,0.05294
0.86364,0.71765,0.00510,0.01765
0.86869,0.73529,0.01020,0.02941
0.87879,0.76471,0.02041,0.02941
0.89899,0.79412,0.01531,0.00588
0.91414,0.80000,0.01531,0.00000
0.92929,0.80000,0.01020,-0.00588
0.93939,0.79412,-0.94898,-0.79412
0.00000,0.00000,0.97449,0.70588
0.96465,0.70588,0.00000,-0.09412
0.96465,0.61176,0.00000,-0.01176
0.96465,0.60000,-0.97449,-0.60000
0.00000,0.00000,0.94898,0.46471
0.93939,0.46471,-0.01020,-0.02941
0.92929,0.43529,-0.01020,-0.03529
0.91919,0.40000,-0.00510,-0.00588
0.91414,0.39412,-0.01020,-0.01765
0.90404,0.37647,0.00000,-0.00588
0.90404,0.37059,0.00000,-0.00588
0.90404,0.36471,-0.00510,0.00000
0.89899,0.36471,0.00510,0.00000
0.90404,0.36471,-0.00510,0.00000
0.89899,0.36471,0.01020,0.02353
0.90909,0.38824,0.01020,0.01765
0.91919,0.40588,0.00510,0.02353
0.92424,0.42941,0.02551,0.10000
0.94949,0.52941,0.01531,0.10000
0.96465,0.62941,-0.04592,0.12941
0.91919,0.75882,-0.02041,0.00588
0.89899,0.76471,-0.02041,0.01176
0.87879,0.77647,-0.01531,-0.02353
0.86364,0.75294,-0.01531,-0.02353
0.84848,0.72941,-0.01020,-0.02941
0.83838,0.70000,-0.01531,-0.02353
0.82323,0.67647,0.00000,-0.01765
0.82323,0.65882,-0.01020,-0.02941
0.81313,0.62941,0.00000,-0.00588
0.81313,0.62353,0.00510,0.00000
0.81818,0.62353,0.10714,0.17059
0.92424,0.79412,-0.02041,0.02941
0.90404,0.82353,-0.01020,0.01176
0.89394,0.83529,-0.06122,0.04706
0.83333,0.88235,-0.15306,-0.01765
0.68182,0.86471,-0.03061,-0.02353
0.65152,0.84118,-0.04082,-0.04118
0.61111,0.80000,-0.00510,-0.01176
0.60606,0.78824,-0.02551,-0.03529
0.58081,0.75294,-0.02041,-0.04706
0.56061,0.70588,-0.04082,-0.09412
0.52020,0.61176,-0.01020,-0.07647
0.51010,0.53529,-0.00510,-0.07647
0.50505,0.45882,0.00510,-0.03529
0.51010,0.42353,0.00000,-0.02941
0.51010,0.39412,0.00000,-0.00588
0.51010,0.38824,0.00510,-0.01176
0.51515,0.37647,0.00510,0.00000
0.52020,0.37647,0.00000,0.00588
0.52020,0.38235,0.00000,0.01176
0.52020,0.39412,0.00000,0.02353
0.52020,0.41765,0.01531,0.02941
0.53535,0.44706,0.00000,0.02941
0.53535,0.47647,0.02551,0.07647
0.56061,0.55294,-0.56633,-0.55294
0.00000,0.00000,0.63265,0.74706
0.62626,0.74706,0.02551,0.03529
0.65152,0.78235,0.02041,0.02941
0.67172,0.81176,0.01020,0.01765
0.68182,0.82941,0.01531,0.01765
0.69697,0.84706,0.03061,0.02353
0.72727,0.87059,0.01020,0.00588
0.73737,0.87647,-0.74490,-0.87647
0.00000,0.00000,0.79082,0.88824
0.78283,0.88824,0.02041,-0.02353
0.80303,0.86471,0.01020,-0.01176
0.81313,0.85294,0.02041,-0.05882
0.83333,0.79412,0.07653,-0.22941
0.90909,0.56471,0.02551,-0.27059
0.93434,0.29412,0.00000,-0.04706
0.93434,0.24706,-0.00510,-0.01176
0.92929,0.23529,-0.01020,-0.02353
0.91919,0.21176,0.00510,-0.01765
0.92424,0.19412,0.00000,-0.01176
0.92424,0.18235,0.00000,-0.00588
0.92424,0.17647,-0.00510,0.00000
0.91919,0.17647,0.00510,-0.00588
0.92424,0.17059,0.00000,0.00588
0.92424,0.17647,0.00000,0.01176
0.92424,0.18824,0.00510,0.00588
0.92929,0.19412,0.00510,0.02353
0.93434,0.21765,0.01020,0.02353
0.94444,0.24118,0.00510,0.02353
0.94949,0.26471,0.00510,0.03529
0.95455,0.30000,0.01020,0.11176
0.96465,0.41176,0.01020,0.14706
0.97475,0.55882,0.00000,0.05294
0.97475,0.61176,0.00000,0.06471
0.97475,0.67647,-0.02551,0.14118
0.94949,0.81765,-0.05102,0.10000
0.89899,0.91765,-0.90816,-0.91765
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.72449,0.88824
0.71717,0.88824,-0.00510,-0.00588
0.71212,0.88235,-0.71939,-0.88235
0.00000,0.00000,0.64796,0.77647
0.64141,0.77647,-0.02041,-0.04706
0.62121,0.72941,-0.02041,-0.04118
0.60101,0.68824,0.00000,-0.01176
0.60101,0.67647,-0.01531,-0.04118
0.58586,0.63529,-0.03061,-0.11176
0.55556,0.52353,-0.01020,-0.04118
0.54545,0.48235,0.00000,-0.02353
0.54545,0.45882,0.00000,-0.02353
0.54545,0.43529,0.00000,-0.01176
0.54545,0.42353,0.00000,-0.01176
0.54545,0.41176,0.00000,0.00000
0.54545,0.41176,-0.00510,0.00000
0.54040,0.41176,-0.00510,0.01176
0.53535,0.42353,0.00510,0.01765
0.54040,0.44118,0.00510,0.01176
0.54545,0.45294,-0.01020,0.02353
0.53535,0.47647,0.00510,0.02941
0.54040,0.50588,0.00000,0.02941
0.54040,0.53529,-0.54592,-0.53529
0.00000,0.00000,0.60714,0.70000
0.60101,0.70000,0.04592,0.10000
0.64646,0.80000,0.02041,0.02941
0.66667,0.82941,0.01531,0.02941
0.68182,0.85882,0.02041,0.01765
0.70202,0.87647,0.01531,0.01765
0.71717,0.89412,0.04082,0.01765
0.75758,0.91176,0.02041,0.00588
0.77778,0.91765,0.02551,0.00588
0.80303,0.92353,0.04082,-0.04118
0.84343,0.88235,0.04082,-0.05882
0.88384,0.82353,0.01531,-0.04118
0.89899,0.78235,-0.90816,-0.78235
0.00000,0.00000,0.96429,0.32353
0.95455,0.32353,0.00000,-0.02353
0.95455,0.30000,-0.01531,-0.02353
0.93939,0.27647,-0.00510,-0.01176
0.93434,0.26471,-0.00510,-0.02353
0.92929,0.24118,-0.00510,-0.00588
0.92424,0.23529,-0.93367,-0.23529
0.00000,0.00000,0.92857,0.21765
0.91919,0.21765,0.00000,-0.01176
0.91919,0.20588,0.00510,0.00000
0.92424,0.20588,0.00000,0.00588
0.92424,0.21176,0.00000,0.00588
0.92424,0.21765,0.00510,0.01176
0.92929,0.22941,0.00510,0.01176
0.93434,0.24118,0.01020,0.02353
0.94444,0.26471,0.00510,0.01176
0.94949,0.27647,0.04592,0.29412
0.99495,0.57059,-0.00510,0.10588
0.98990,0.67647,-0.00510,0.05294
0.98485,0.72941,-0.01020,0.05882
0.97475,0.78824,-0.01531,0.07647
0.95960,0.86471,-0.00510,0.00588
0.95455,0.87059,-0.05102,0.08235
0.90404,0.95294,-0.05102,0.02941
0.85354,0.98235,-0.03061,0.01765
0.82323,1.00000,-0.83163,-1.00000
0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.69898,0.92353
0.69192,0.92353,-0.01531,-0.01765
0.67677,0.90588,-0.68367,-0.90588
0.00000,0.00000,0.61224,0.80000
0.60606,0.80000,-0.02041,-0.04118
0.58586,0.75882,-0.01531,-0.04118
0.57071,0.71765,-0.03571,-0.15294
0.53535,0.56471,-0.00510,-0.02941
0.53030,0.53529,0.00000,-0.03529
0.53030,0.50000,-0.01020,-0.01176
0.52020,0.48824,0.00510,-0.01765
0.52525,0.47059,0.00000,0.00000
0.52525,0.47059,0.00000,0.00000
0.52525,0.47059,0.00000,0.00588
0.52525,0.47647,-0.01020,0.01176
0.51515,0.48824,0.01531,0.05882
0.53030,0.54706,-0.00510,0.01176
0.52525,0.55882,0.01020,0.02941
0.53535,0.58824,0.05102,0.15882
0.58586,0.74706,0.02041,0.04118
0.60606,0.78824,0.02551,0.04118
0.63131,0.82941,0.02041,0.03529
0.65152,0.86471,0.03571,0.04706
0.68687,0.91176,0.01531,0.00000
0.70202,0.91176,0.03571,0.03529
0.73737,0.94706,0.01020,0.00588
0.74747,0.95294,0.01531,0.00000
0.76263,0.95294,0.04082,0.00000
0.80303,0.95294,0.01020,-0.01765
0.81313,0.93529,0.02551,-0.02941
0.83838,0.90588,0.05102,-0.09412
0.88889,0.81176,-0.89796,-0.81176
0.00000,0.00000,0.93367,0.68824
0.92424,0.68824,0.00510,-0.08824
0.92929,0.60000,0.01020,-0.01765
0.93939,0.58235,-0.00510,-0.04706
0.93434,0.53529,-0.00510,-0.15882
0.92929,0.37647,0.00510,-0.03529
0.93434,0.34118,-0.01020,-0.05294
0.92424,0.28824,-0.01020,-0.01765
0.91414,0.27059,0.00000,-0.01765
0.91414,0.25294,-0.00510,-0.01176
0.90909,0.24118,-0.00510,-0.01176
0.90404,0.22941,0.00000,-0.00588
0.90404,0.22353,0.00000,0.00000
0.90404,0.22353,0.00000,-0.00588
0.90404,0.21765,0.00000,0.00000
0.90404,0.21765,0.00510,0.00000
0.90909,0.21765,0.00510,0.00588
0.91414,0.22353,0.00000,0.01176
0.91414,0.23529,0.00510,0.01176
0.91919,0.24706,0.00000,0.01765
0.91919,0.26471,0.01531,0.02353
0.93434,0.28824,0.00510,0.00588
0.93939,0.29412,0.00510,0.03529
0.94444,0.32941,0.01020,0.07647
0.95455,0.40588,0.00510,0.07647
0.95960,0.48235,0.00000,0.18235
0.95960,0.66471,0.00000,0.07059
0.95960,0.73529,-0.96939,-0.73529
0.00000,0.00000,0.91837,0.87647
0.90909,0.87647,-0.01531,0.02353
0.89394,0.90000,-0.02041,0.01176
0.87374,0.91176,-0.02041,0.01176
0.85354,0.92353,-0.86224,-0.92353
0.00000,0.00000,0.82143,0.94706
0.81313,0.94706,-0.08163,-0.02941
0.73232,0.91765,-0.02551,-0.01765
0.70707,0.90000,-0.02041,-0.01765
0.68687,0.88235,-0.04592,-0.04706
0.64141,0.83529,-0.04082,-0.00588
0.60101,0.82941,-0.00510,-0.06471
0.59596,0.76471,0.00000,-0.01176
0.59596,0.75294,-0.03571,-0.07647
0.56061,0.67647,-0.01531,-0.04118
0.54545,0.63529,-0.00510,-0.03529
0.54040,0.60000,-0.01020,-0.03529
0.53030,0.56471,-0.01020,-0.07059
0.52020,0.49412,0.00510,-0.02353
0.52525,0.47059,-0.00510,-0.00588
0.52020,0.46471,0.00000,0.00000
0.52020,0.46471,0.00000,0.00000
0.52020,0.46471,0.00510,0.01176
0.52525,0.47647,0.00510,0.02353
0.53030,0.50000,0.00000,0.01765
0.53030,0.51765,0.00510,0.03529
0.53535,0.55294,0.03571,0.17059
0.57071,0.72353,0.00000,0.01765
0.57071,0.74118,0.04082,0.05882
0.61111,0.80000,0.03061,0.05294
0.64141,0.85294,0.01020,0.01176
0.65152,0.86471,0.03571,0.04118
0.68687,0.90588,0.02041,0.01765
