# X, Y, VelX, VelY |[  2.;162.;  0.;  0.][290.;314.;102.; 48.]
0.82759,0.31847,0.01961,-0.16667
0.83448,0.29299,0.01961,-0.16667
0.84138,0.26752,0.01961,-0.29167
0.84828,0.22293,0.03922,-0.16667
0.86207,0.19745,0.00000,-0.20833
0.86207,0.16561,0.03922,-0.12500
0.87586,0.14650,0.01961,-0.16667
0.88276,0.12102,0.00000,-0.08333
0.88276,0.10828,0.01961,-0.08333
0.88966,0.09554,-0.01961,0.00000
0.88276,0.09554,0.00000,0.00000
0.88276,0.09554,-0.01961,0.00000
0.87586,0.09554,0.00000,0.12500
0.87586,0.11465,-0.03922,0.12500
0.86207,0.13376,-0.01961,0.29167
0.85517,0.17834,-0.03922,0.45833
0.84138,0.24841,-0.01961,0.12500
0.83448,0.26752,-0.03922,0.33333
0.82069,0.31847,-0.07843,0.83333
0.79310,0.44586,0.00000,0.16667
0.79310,0.47134,-0.07843,0.29167
0.76552,0.51592,-0.07843,0.33333
0.73793,0.56688,-0.05882,0.16667
0.71724,0.59236,-0.09804,0.16667
0.68276,0.61783,-0.13725,0.16667
0.63448,0.64331,-0.05882,0.04167
0.61379,0.64968,-0.13725,0.08333
0.56552,0.66242,-0.07843,0.04167
0.53793,0.66879,-0.11765,-0.12500
0.49655,0.64968,-0.07843,-0.04167
0.46897,0.64331,-0.09804,-0.04167
0.43448,0.63694,-0.07843,-0.12500
0.40690,0.61783,-0.07843,-0.12500
0.37931,0.59873,-0.09804,-0.08333
0.34483,0.58599,-0.05882,-0.20833
0.32414,0.55414,-0.01961,-0.08333
0.31724,0.54140,-0.01961,-0.16667
0.31034,0.51592,-0.01961,-0.20833
0.30345,0.48408,-0.01961,-0.16667
0.29655,0.45860,-0.03922,-0.16667
0.28276,0.43312,0.01961,-0.16667
0.28966,0.40764,0.00000,-0.12500
0.28966,0.38854,0.01961,-0.12500
0.29655,0.36943,0.01961,-0.16667
0.30345,0.34395,0.00000,-0.04167
0.30345,0.33758,0.01961,-0.12500
0.31034,0.31847,0.01961,0.00000
0.31724,0.31847,0.00000,0.04167
0.31724,0.32484,0.01961,0.04167
0.32414,0.33121,-0.01961,0.08333
0.31724,0.34395,0.01961,0.12500
0.32414,0.36306,-0.01961,0.12500
0.31724,0.38217,0.03922,0.16667
0.33103,0.40764,0.00000,0.16667
0.33103,0.43312,0.01961,0.25000
0.33793,0.47134,0.01961,0.12500
0.34483,0.49045,0.01961,0.20833
0.35172,0.52229,0.03922,0.16667
0.36552,0.54777,0.01961,0.20833
0.37241,0.57962,0.03922,0.12500
0.38621,0.59873,0.05882,0.12500
0.40690,0.61783,0.03922,0.12500
0.42069,0.63694,0.05882,0.12500
0.44138,0.65605,0.05882,0.00000
0.46207,0.65605,0.05882,0.08333
0.48276,0.66879,0.05882,0.00000
0.50345,0.66879,0.07843,0.04167
0.53103,0.67516,0.07843,0.00000
0.55862,0.67516,0.07843,-0.04167
0.58621,0.66879,0.07843,-0.08333
0.61379,0.65605,0.07843,-0.12500
0.64138,0.63694,0.07843,-0.12500
0.66897,0.61783,0.05882,-0.08333
0.68966,0.60510,0.05882,-0.16667
0.71034,0.57962,0.11765,-0.25000
0.75172,0.54140,0.05882,-0.20833
0.77241,0.50955,0.03922,-0.16667
0.78621,0.48408,0.05882,-0.29167
0.80690,0.43949,0.05882,-0.16667
0.82759,0.41401,0.03922,-0.29167
0.84138,0.36943,0.03922,-0.25000
0.85517,0.33121,0.05882,-0.37500
0.87586,0.27389,0.00000,-0.08333
0.87586,0.26115,0.03922,-0.25000
0.88966,0.22293,0.01961,-0.20833
0.89655,0.19108,0.03922,-0.16667
0.91034,0.16561,0.01961,-0.20833
0.91724,0.13376,0.00000,-0.12500
0.91724,0.11465,0.01961,-0.08333
0.92414,0.10191,0.01961,-0.12500
0.93103,0.08280,-0.01961,-0.08333
0.92414,0.07006,0.01961,0.00000
0.93103,0.07006,-0.01961,-0.04167
0.92414,0.06369,-0.01961,0.04167
0.91724,0.07006,-0.03922,0.04167
0.90345,0.07643,-0.01961,0.08333
0.89655,0.08917,-0.01961,0.12500
0.88966,0.10828,-0.01961,0.16667
0.88276,0.13376,-0.03922,0.16667
0.86897,0.15924,0.00000,0.20833
0.86897,0.19108,-0.03922,0.25000
0.85517,0.22930,-0.01961,0.20833
0.84828,0.26115,0.00000,0.12500
0.84828,0.28025,-0.05882,0.33333
0.82759,0.33121,0.00000,0.25000
0.82759,0.36943,-0.03922,0.20833
0.81379,0.40127,-0.01961,0.20833
0.80690,0.43312,-0.03922,0.20833
0.79310,0.46497,-0.01961,0.16667
0.78621,0.49045,-0.01961,0.08333
0.77931,0.50318,-0.05882,0.29167
0.75862,0.54777,-0.05882,0.16667
0.73793,0.57325,-0.05882,0.08333
0.71724,0.58599,-0.03922,0.12500
0.70345,0.60510,-0.09804,0.12500
0.66897,0.62420,-0.07843,0.08333
0.64138,0.63694,-0.11765,0.08333
0.60000,0.64968,-0.07843,0.04167
0.57241,0.65605,-0.05882,0.00000
0.55172,0.65605,-0.09804,0.00000
0.51724,0.65605,-0.09804,-0.04167
0.48276,0.64968,-0.05882,-0.08333
0.46207,0.63694,-0.07843,-0.08333
0.43448,0.62420,-0.05882,-0.12500
0.41379,0.60510,-0.07843,-0.08333
0.38621,0.59236,-0.03922,-0.16667
0.37241,0.56688,-0.05882,-0.08333
0.35172,0.55414,-0.01961,-0.16667
0.34483,0.52866,-0.01961,-0.20833
0.33793,0.49682,-0.01961,-0.12500
0.33103,0.47771,-0.01961,-0.20833
0.32414,0.44586,0.00000,-0.16667
0.32414,0.42038,0.00000,-0.08333
0.32414,0.40764,0.01961,-0.16667
0.33103,0.38217,0.00000,-0.12500
0.33103,0.36306,0.01961,-0.12500
0.33793,0.34395,0.01961,-0.12500
0.34483,0.32484,0.00000,-0.08333
0.34483,0.31210,0.01961,-0.04167
0.35172,0.30573,0.01961,-0.08333
0.35862,0.29299,0.00000,0.00000
0.35862,0.29299,-0.01961,0.00000
0.35172,0.29299,0.00000,0.04167
0.35172,0.29936,-0.01961,0.04167
0.34483,0.30573,0.00000,0.08333
0.34483,0.31847,0.01961,0.12500
0.35172,0.33758,-0.01961,0.12500
0.34483,0.35669,0.01961,0.12500
0.35172,0.37580,0.00000,0.16667
0.35172,0.40127,0.00000,0.20833
0.35172,0.43312,0.01961,0.20833
0.35862,0.46497,0.01961,0.16667
0.36552,0.49045,0.03922,0.16667
0.37931,0.51592,0.05882,0.12500
0.40000,0.53503,0.03922,0.12500
0.41379,0.55414,0.05882,0.12500
0.43448,0.57325,0.05882,0.16667
0.45517,0.59873,0.05882,0.04167
0.47586,0.60510,0.07843,0.12500
0.50345,0.62420,0.09804,0.04167
0.53793,0.63057,0.07843,0.08333
0.56552,0.64331,0.07843,0.04167
0.59310,0.64968,0.07843,0.00000
0.62069,0.64968,0.09804,0.00000
0.65517,0.64968,0.05882,-0.04167
0.67586,0.64331,0.07843,-0.04167
0.70345,0.63694,0.07843,-0.20833
0.73103,0.60510,0.03922,-0.12500
0.74483,0.58599,0.07843,-0.25000
0.77241,0.54777,0.01961,-0.16667
0.77931,0.52229,0.05882,-0.33333
0.80000,0.47134,0.01961,-0.12500
0.80690,0.45223,0.01961,-0.25000
0.81379,0.41401,0.01961,-0.20833
0.82069,0.38217,0.01961,-0.37500
0.82759,0.32484,0.03922,-0.25000
0.84138,0.28662,0.03922,-0.12500
0.85517,0.26752,-0.01961,-0.16667
0.84828,0.24204,0.01961,-0.25000
0.85517,0.20382,0.01961,-0.25000
0.86207,0.16561,0.01961,-0.08333
0.86897,0.15287,-0.01961,-0.08333
0.86207,0.14013,0.01961,-0.08333
0.86897,0.12739,0.00000,-0.04167
0.86897,0.12102,-0.01961,0.00000
0.86207,0.12102,0.00000,0.08333
0.86207,0.13376,-0.01961,0.12500
0.85517,0.15287,-0.01961,0.20833
0.84828,0.18471,-0.01961,0.25000
0.84138,0.22293,0.00000,0.12500
0.84138,0.24204,-0.03922,0.41667
0.82759,0.30573,0.00000,0.29167
0.82759,0.35032,-0.01961,0.33333
0.82069,0.40127,-0.01961,0.12500
0.81379,0.42038,-0.01961,0.50000
0.80690,0.49682,0.00000,0.25000
0.80690,0.53503,0.00000,0.25000
0.80690,0.57325,-0.05882,0.29167
0.78621,0.61783,-0.03922,0.20833
0.77241,0.64968,-0.05882,0.16667
0.75172,0.67516,-0.09804,0.16667
0.71724,0.70064,-0.07843,0.08333
0.68966,0.71338,-0.05882,0.04167
0.66897,0.71975,-0.11765,0.00000
0.62759,0.71975,-0.13725,-0.04167
0.57931,0.71338,-0.13725,-0.12500
0.53103,0.69427,-0.11765,-0.12500
0.48966,0.67516,-0.09804,-0.12500
0.45517,0.65605,-0.07843,-0.16667
0.42759,0.63057,-0.05882,-0.12500
0.40690,0.61146,-0.05882,-0.20833
0.38621,0.57962,-0.05882,-0.20833
0.36552,0.54777,-0.03922,-0.25000
0.35172,0.50955,-0.03922,-0.12500
0.33793,0.49045,-0.03922,-0.25000
0.32414,0.45223,0.00000,-0.20833
0.32414,0.42038,0.00000,-0.16667
0.32414,0.39490,0.00000,-0.16667
0.32414,0.36943,-0.01961,-0.12500
0.31724,0.35032,0.01961,-0.12500
0.32414,0.33121,0.01961,-0.12500
0.33103,0.31210,0.01961,-0.04167
0.33793,0.30573,0.00000,-0.04167
0.33793,0.29936,0.00000,0.04167
0.33793,0.30573,0.00000,0.08333
0.33793,0.31847,0.00000,0.12500
0.33793,0.33758,0.01961,0.08333
0.34483,0.35032,0.00000,0.16667
0.34483,0.37580,0.00000,0.20833
0.34483,0.40764,0.01961,0.16667
0.35172,0.43312,0.01961,0.20833
0.35862,0.46497,0.03922,0.20833
0.37241,0.49682,0.05882,0.16667
0.39310,0.52229,0.03922,0.16667
0.40690,0.54777,0.07843,0.20833
0.43448,0.57962,0.03922,0.16667
0.44828,0.60510,0.09804,0.20833
0.48276,0.63694,0.05882,0.08333
0.50345,0.64968,0.07843,0.16667
0.53103,0.67516,0.05882,0.04167
0.55172,0.68153,0.09804,0.04167
0.58621,0.68790,0.07843,0.00000
0.61379,0.68790,0.07843,0.00000
0.64138,0.68790,0.07843,0.00000
0.66897,0.68790,0.07843,-0.12500
0.69655,0.66879,0.03922,-0.04167
0.71034,0.66242,0.09804,-0.16667
0.74483,0.63694,0.03922,-0.08333
0.75862,0.62420,0.05882,-0.16667
0.77931,0.59873,0.05882,-0.16667
0.80000,0.57325,0.05882,-0.33333
0.82069,0.52229,0.03922,-0.25000
0.83448,0.48408,0.01961,-0.16667
0.84138,0.45860,0.03922,-0.20833
0.85517,0.42675,0.03922,-0.33333
0.86897,0.37580,0.03922,-0.29167
0.88276,0.33121,0.01961,-0.29167
0.88966,0.28662,0.03922,-0.25000
0.90345,0.24841,0.03922,-0.25000
0.91724,0.21019,0.03922,-0.29167
0.93103,0.16561,0.00000,-0.12500
0.93103,0.14650,0.03922,-0.16667
0.94483,0.12102,0.00000,-0.12500
0.94483,0.10191,0.01961,-0.12500
0.95172,0.08280,-0.01961,-0.12500
0.94483,0.06369,0.01961,0.00000
0.95172,0.06369,0.00000,-0.04167
0.95172,0.05732,0.00000,0.00000
0.95172,0.05732,-0.01961,0.04167
0.94483,0.06369,-0.01961,0.04167
0.93793,0.07006,-0.01961,0.12500
0.93103,0.08917,-0.01961,0.16667
0.92414,0.11465,-0.01961,0.12500
0.91724,0.13376,0.00000,0.16667
0.91724,0.15924,-0.03922,0.20833
0.90345,0.19108,0.00000,0.29167
0.90345,0.23567,-0.01961,0.29167
0.89655,0.28025,-0.01961,0.25000
0.88966,0.31847,0.00000,0.20833
0.88966,0.35032,-0.01961,0.29167
0.88276,0.39490,-0.01961,0.25000
0.87586,0.43312,0.00000,0.41667
0.87586,0.49682,-0.01961,0.12500
0.86897,0.51592,0.00000,0.29167
0.86897,0.56051,-0.03922,0.16667
0.85517,0.58599,-0.05882,0.25000
0.83448,0.62420,-0.05882,0.20833
0.81379,0.65605,-0.01961,0.08333
0.80690,0.66879,-0.07843,0.16667
0.77931,0.69427,-0.11765,0.16667
0.73793,0.71975,-0.05882,0.04167
0.71724,0.72611,-0.07843,0.08333
0.68966,0.73885,-0.09804,0.00000
0.65517,0.73885,-0.13725,0.00000
0.60690,0.73885,-0.09804,-0.04167
0.57241,0.73248,-0.09804,-0.08333
0.53793,0.71975,-0.13725,-0.12500
0.48966,0.70064,-0.07843,-0.12500
0.46207,0.68153,-0.09804,-0.12500
0.42759,0.66242,-0.07843,-0.20833
0.40000,0.63057,-0.07843,-0.16667
0.37241,0.60510,-0.05882,-0.12500
0.35172,0.58599,-0.07843,-0.20833
0.32414,0.55414,-0.03922,-0.08333
0.31034,0.54140,-0.01961,-0.16667
0.30345,0.51592,-0.01961,-0.12500
0.29655,0.49682,-0.01961,-0.16667
0.28966,0.47134,0.01961,-0.08333
0.29655,0.45860,-0.01961,-0.12500
0.28966,0.43949,0.01961,-0.08333
0.29655,0.42675,-0.01961,-0.08333
0.28966,0.41401,0.00000,-0.04167
0.28966,0.40764,0.01961,-0.08333
0.29655,0.39490,0.00000,-0.04167
0.29655,0.38854,0.00000,-0.04167
0.29655,0.38217,0.01961,-0.04167
0.30345,0.37580,0.00000,0.00000
0.30345,0.37580,0.00000,0.00000
0.30345,0.37580,0.01961,-0.04167
0.31034,0.36943,0.00000,0.04167
0.31034,0.37580,0.00000,0.00000
0.31034,0.37580,0.00000,0.00000
0.31034,0.37580,0.00000,0.00000
