0,320,37
1,320,37
2,324,37
3,324,37
4,324,37
5,324,37
6,324,37
7,324,37
8,324,37
9,324,37
10,327,37
11,327,37
12,327,37
13,328,37
14,328,37
15,328,37
16,328,37
17,328,37
18,328,37
19,328,37
20,328,37
21,328,37
22,328,37
23,328,37
24,328,37
25,328,37
26,328,37
27,328,37
28,328,37
29,328,37
30,328,37
31,328,37
32,328,37
33,328,37
34,328,37
35,328,37
36,328,37
37,328,37
38,328,37
39,328,37
40,328,37
41,328,37
42,328,37
43,328,37
44,328,37
45,328,37
46,328,37
47,328,37
48,328,37
49,328,37
50,328,37
51,328,37
52,328,148
53,328,148
54,328,148
55,326,163
56,326,163
57,326,163
58,326,163
59,326,163
60,326,163
61,326,163
62,326,163
63,326,163
64,326,163
65,326,163
66,326,163
67,326,163
68,326,163
69,326,163
70,323,249
71,323,254
72,322,256
73,321,259
74,320,262
75,320,262
76,320,262
77,319,273
78,319,273
79,319,273
80,319,273
81,319,273
82,319,273
83,319,273
84,319,273
85,319,273
86,319,273
87,319,273
88,319,273
89,319,273
90,319,273
91,319,273
92,319,273
93,319,273
94,319,273
95,319,273
96,319,273
97,319,273
98,319,273
99,319,273
100,323,413
101,323,413
102,323,413
103,323,413
104,323,413
105,323,413
106,324,431
107,325,433
108,325,434
109,324,434
110,323,432
111,322,431
112,321,429
113,320,427
114,318,426
115,317,425
116,317,424
117,316,423
118,316,423
119,315,422
120,314,421
121,314,421
122,313,421
123,312,421
124,311,421
125,310,421
126,310,420
127,309,420
128,309,420
129,310,420
130,310,420
131,310,419
132,310,418
133,311,417
134,310,416
135,310,415
136,309,415
137,309,414
138,308,414
139,308,415
140,307,415
141,307,415
142,307,415
143,307,415
144,308,413
145,308,412
146,308,411
147,308,410
148,308,409
