# X, Y, VelX, VelY |[ 74.;128.;  0.;  0.][328.;272.;108.;184.]
0.77439,0.48529,-0.16667,0.09783
0.71951,0.55147,-0.11111,0.06522
0.68293,0.59559,-0.05556,0.03261
0.66463,0.61765,-0.16667,0.07609
0.60976,0.66912,-0.11111,0.04348
0.57317,0.69853,-0.05556,0.03261
0.55488,0.72059,-0.22222,0.06522
0.48171,0.76471,-0.11111,0.03261
0.44512,0.78676,-0.20370,0.03261
0.37805,0.80882,-0.09259,-0.01087
0.34756,0.80147,-0.14815,0.01087
0.29878,0.80882,-0.61111,-0.13043
0.09756,0.72059,-0.07407,-0.03261
0.07317,0.69853,-0.09259,-0.05435
0.04268,0.66176,-0.01852,-0.03261
0.03659,0.63971,-0.07407,-0.06522
0.01220,0.59559,-0.01852,-0.04348
0.00610,0.56618,-0.01852,-0.04348
0.00000,0.53676,0.01852,-0.03261
0.00610,0.51471,-0.01852,-0.03261
0.00000,0.49265,0.01852,-0.02174
0.00610,0.47794,0.00000,-0.02174
0.00610,0.46324,0.01852,-0.01087
0.01220,0.45588,0.01852,0.01087
0.01829,0.46324,0.01852,0.01087
0.02439,0.47059,0.01852,0.02174
0.03049,0.48529,0.03704,0.02174
0.04268,0.50000,0.01852,0.02174
0.04878,0.51471,0.01852,0.01087
0.05488,0.52206,0.03704,0.03261
0.06707,0.54412,0.03704,0.03261
0.07927,0.56618,0.05556,0.01087
0.09756,0.57353,0.07407,0.04348
0.12195,0.60294,0.03704,0.03261
0.13415,0.62500,0.09259,0.00000
0.16463,0.62500,0.20370,0.06522
0.23171,0.66912,0.20370,0.03261
0.29878,0.69118,0.05556,0.02174
0.31707,0.70588,0.14815,0.00000
0.36585,0.70588,0.11111,0.01087
0.40244,0.71324,0.31481,0.00000
0.50610,0.71324,0.09259,-0.03261
0.53659,0.69118,0.01852,-0.02174
0.54268,0.67647,0.03704,-0.03261
0.55488,0.65441,0.05556,-0.08696
0.57317,0.59559,0.03704,-0.04348
0.58537,0.56618,-0.01852,-0.11957
0.57927,0.48529,0.03704,-0.14130
0.59146,0.38971,0.00000,-0.11957
0.59146,0.30882,0.00000,-0.07609
0.59146,0.25735,0.00000,-0.04348
0.59146,0.22794,-0.05556,-0.05435
0.57317,0.19118,0.05556,-0.04348
0.59146,0.16176,0.00000,-0.04348
0.59146,0.13235,0.00000,-0.03261
0.59146,0.11029,0.01852,-0.04348
0.59756,0.08088,-0.03704,-0.03261
0.58537,0.05882,0.00000,-0.01087
0.58537,0.05147,0.01852,-0.01087
0.59146,0.04412,0.00000,-0.01087
0.59146,0.03676,0.00000,-0.01087
0.59146,0.02941,0.00000,-0.01087
0.59146,0.02206,0.00000,0.00000
0.59146,0.02206,0.00000,0.00000
0.59146,0.02206,0.01852,0.00000
0.59756,0.02206,0.00000,0.01087
0.59756,0.02941,0.00000,0.00000
0.59756,0.02941,0.00000,0.00000
0.59756,0.02941,0.00000,0.00000
