# X, Y, VelX, VelY |[ 74.;128.;  0.;  0.][328.;272.;108.;184.]
0.20122,0.54412,0.00000,0.01087
0.20122,0.55147,0.00000,0.02174
0.20122,0.56618,0.01852,0.02174
0.20732,0.58088,0.00000,0.04348
0.20732,0.61029,0.01852,0.03261
0.21341,0.63235,0.01852,0.05435
0.21951,0.66912,0.03704,0.11957
0.23171,0.75000,0.05556,0.04348
0.25000,0.77941,0.03704,0.06522
0.26220,0.82353,0.05556,0.04348
0.28049,0.85294,0.03704,0.04348
0.29268,0.88235,0.07407,0.05435
0.31707,0.91912,0.07407,0.01087
0.34146,0.92647,0.07407,0.03261
0.36585,0.94853,0.03704,0.02174
0.37805,0.96324,0.07407,0.01087
0.40244,0.97059,0.05556,-0.02174
0.42073,0.95588,0.03704,-0.01087
0.43293,0.94853,0.05556,-0.04348
0.45122,0.91912,0.35185,-0.76087
0.56707,0.40441,0.12963,-0.31522
0.60976,0.19118,0.01852,-0.04348
0.61585,0.16176,0.03704,-0.04348
0.62805,0.13235,0.01852,-0.01087
0.63415,0.12500,0.00000,-0.01087
0.63415,0.11765,0.01852,0.00000
0.64024,0.11765,0.00000,0.00000
0.64024,0.11765,0.00000,0.02174
0.64024,0.13235,0.01852,0.01087
0.64634,0.13971,-0.01852,0.01087
0.64024,0.14706,0.01852,0.03261
0.64634,0.16912,-0.01852,0.00000
0.64024,0.16912,-0.03704,0.02174
0.62805,0.18382,-0.01852,0.03261
0.62195,0.20588,0.00000,0.02174
0.62195,0.22059,-0.01852,0.03261
0.61585,0.24265,-0.05556,0.04348
0.59756,0.27206,0.03704,0.05435
0.60976,0.30882,-0.01852,0.05435
0.60366,0.34559,-0.03704,0.07609
0.59146,0.39706,-0.01852,0.15217
0.58537,0.50000,-0.03704,0.09783
0.57317,0.56618,-0.07407,0.10870
0.54878,0.63971,-0.03704,0.08696
0.53659,0.69853,0.01852,0.04348
0.54268,0.72794,-0.05556,0.04348
0.52439,0.75735,0.00000,0.04348
0.52439,0.78676,0.00000,0.04348
0.52439,0.81618,0.00000,0.02174
0.52439,0.83088,0.00000,0.01087
0.52439,0.83824,0.00000,0.00000
0.52439,0.83824,0.00000,-0.01087
0.52439,0.83088,0.00000,0.01087
0.52439,0.83824,0.01852,-0.01087
0.53049,0.83088,0.00000,-0.02174
0.53049,0.81618,0.00000,0.01087
0.53049,0.82353,0.00000,0.00000
0.53049,0.82353,0.00000,0.00000
0.53049,0.82353,0.00000,-0.01087
0.53049,0.81618,0.00000,0.01087
0.53049,0.82353,0.00000,0.00000
0.53049,0.82353,0.01852,0.00000
0.53659,0.82353,0.00000,0.00000
0.53659,0.82353,0.00000,0.00000
0.53659,0.82353,-0.01852,0.00000
0.53049,0.82353,0.00000,-0.01087
0.53049,0.81618,0.00000,0.00000
0.53049,0.81618,0.00000,0.00000
0.53049,0.81618,-1.00000,-0.21739
0.20122,0.66912,0.01852,0.00000
0.20732,0.66912,-0.01852,0.00000
0.20122,0.66912,0.01852,0.01087
0.20732,0.67647,0.00000,0.00000
0.20732,0.67647,0.00000,0.00000
0.20732,0.67647,0.00000,0.01087
0.20732,0.68382,0.01852,0.01087
0.21341,0.69118,0.01852,0.01087
0.21951,0.69853,0.01852,0.00000
0.22561,0.69853,0.00000,0.01087
0.22561,0.70588,0.01852,0.00000
0.23171,0.70588,0.01852,0.00000
0.23780,0.70588,0.01852,0.01087
0.24390,0.71324,0.05556,-0.01087
0.26220,0.70588,0.01852,0.01087
0.26829,0.71324,0.03704,0.01087
0.28049,0.72059,0.03704,0.00000
0.29268,0.72059,0.01852,0.01087
0.29878,0.72794,0.05556,-0.02174
0.31707,0.71324,0.03704,0.02174
0.32927,0.72794,0.05556,0.01087
0.34756,0.73529,0.07407,-0.02174
0.37195,0.72059,0.03704,-0.01087
0.38415,0.71324,0.01852,0.00000
0.39024,0.71324,0.03704,-0.01087
0.40244,0.70588,0.03704,-0.02174
0.41463,0.69118,0.05556,-0.02174
0.43293,0.67647,0.03704,-0.02174
0.44512,0.66176,0.03704,-0.05435
0.45732,0.62500,0.01852,-0.03261
0.46341,0.60294,0.03704,-0.08696
0.47561,0.54412,0.01852,-0.06522
0.48171,0.50000,0.05556,-0.04348
0.50000,0.47059,0.01852,-0.05435
0.50610,0.43382,-0.01852,-0.11957
0.50000,0.35294,0.05556,-0.04348
0.51829,0.32353,0.00000,-0.06522
0.51829,0.27941,0.01852,-0.03261
0.52439,0.25735,-0.03704,-0.04348
0.51220,0.22794,0.01852,-0.03261
0.51829,0.20588,0.03704,-0.07609
0.53049,0.15441,0.00000,-0.01087
0.53049,0.14706,0.01852,-0.03261
0.53659,0.12500,0.00000,-0.02174
0.53659,0.11029,0.00000,-0.02174
0.53659,0.09559,0.00000,0.00000
0.53659,0.09559,-0.01852,-0.01087
0.53049,0.08824,0.00000,0.00000
0.53049,0.08824,0.00000,0.02174
0.53049,0.10294,0.00000,0.03261
0.53049,0.12500,0.00000,0.07609
0.53049,0.17647,0.00000,0.06522
0.53049,0.22059,0.01852,0.17391
0.53659,0.33824,0.00000,0.20652
0.53659,0.47794,0.00000,0.14130
0.53659,0.57353,0.01852,0.11957
0.54268,0.65441,0.01852,0.03261
0.54878,0.67647,0.00000,0.04348
0.54878,0.70588,-0.05556,0.03261
0.53049,0.72794,0.01852,0.03261
0.53659,0.75000,-0.03704,0.04348
0.52439,0.77941,-0.03704,0.02174
0.51220,0.79412,-0.01852,0.02174
0.50610,0.80882,-0.03704,0.02174
0.49390,0.82353,-0.05556,0.00000
0.47561,0.82353,-0.03704,0.00000
0.46341,0.82353,-0.05556,-0.02174
0.44512,0.80882,-0.03704,-0.03261
0.43293,0.78676,-0.05556,-0.03261
0.41463,0.76471,-0.05556,-0.04348
0.39634,0.73529,-0.03704,-0.13043
0.38415,0.64706,-0.01852,-0.11957
0.37805,0.56618,0.05556,-0.06522
0.39634,0.52206,0.03704,-0.07609
0.40854,0.47059,0.07407,-0.04348
0.43293,0.44118,0.03704,-0.01087
0.44512,0.43382,0.09259,-0.03261
0.47561,0.41176,0.09259,-0.01087
0.50610,0.40441,0.03704,-0.01087
0.51829,0.39706,0.12963,0.02174
0.56098,0.41176,0.16667,0.02174
0.61585,0.42647,0.07407,0.03261
0.64024,0.44853,0.09259,0.02174
0.67073,0.46324,0.12963,0.08696
0.71341,0.52206,0.05556,0.02174
0.73171,0.53676,0.14815,0.14130
0.78049,0.63235,0.03704,0.02174
0.79268,0.64706,0.05556,0.04348
0.81098,0.67647,0.11111,0.11957
0.84756,0.75735,0.03704,0.04348
0.85976,0.78676,0.05556,0.04348
0.87805,0.81618,0.05556,0.02174
0.89634,0.83088,0.03704,0.02174
0.90854,0.84559,0.03704,0.00000
0.92073,0.84559,0.03704,0.00000
0.93293,0.84559,0.03704,-0.03261
0.94512,0.82353,0.01852,-0.02174
0.95122,0.80882,0.00000,-0.04348
0.95122,0.77941,0.05556,-0.03261
0.96951,0.75735,0.01852,-0.05435
0.97561,0.72059,-0.03704,-0.05435
0.96341,0.68382,0.03704,-0.07609
0.97561,0.63235,0.00000,-0.02174
0.97561,0.61765,0.00000,-0.06522
0.97561,0.57353,-0.01852,-0.09783
0.96951,0.50735,-0.01852,-0.05435
0.96341,0.47059,-0.07407,-0.10870
0.93902,0.39706,-0.03704,-0.03261
0.92683,0.37500,-0.14815,-0.01087
0.87805,0.36765,-0.25926,0.04348
0.79268,0.39706,-0.03704,0.02174
0.78049,0.41176,-0.14815,0.08696
0.73171,0.47059,-0.03704,0.02174
0.71951,0.48529,-0.09259,0.06522
0.68902,0.52941,-0.14815,0.10870
0.64024,0.60294,-0.03704,0.01087
0.62805,0.61029,-0.12963,0.09783
0.58537,0.67647,-0.05556,0.03261
0.56707,0.69853,-0.24074,0.09783
0.48780,0.76471,-0.33333,0.06522
0.37805,0.80882,-0.09259,0.00000
0.34756,0.80882,-0.12963,0.02174
0.30488,0.82353,-0.11111,0.00000
0.26829,0.82353,-0.27778,-0.05435
0.17683,0.78676,-0.11111,-0.01087
0.14024,0.77941,-0.05556,-0.03261
0.12195,0.75735,-0.07407,-0.02174
0.09756,0.74265,-0.05556,-0.03261
0.07927,0.72059,-0.07407,-0.05435
0.05488,0.68382,-0.05556,-0.04348
0.03659,0.65441,-0.01852,-0.04348
0.03049,0.62500,-0.03704,-0.04348
0.01829,0.59559,0.00000,-0.02174
0.01829,0.58088,-0.01852,-0.04348
0.01220,0.55147,0.00000,-0.05435
0.01220,0.51471,0.00000,-0.02174
0.01220,0.50000,0.00000,-0.02174
0.01220,0.48529,0.00000,-0.02174
0.01220,0.47059,0.01852,0.00000
0.01829,0.47059,0.00000,0.00000
0.01829,0.47059,0.01852,0.01087
0.02439,0.47794,0.01852,0.01087
0.03049,0.48529,0.03704,0.03261
0.04268,0.50735,0.00000,0.01087
0.04268,0.51471,0.05556,0.04348
0.06098,0.54412,0.03704,0.01087
0.07317,0.55147,0.03704,0.03261
0.08537,0.57353,0.03704,0.02174
0.09756,0.58824,0.07407,0.02174
0.12195,0.60294,0.03704,0.03261
0.13415,0.62500,0.03704,0.01087
0.14634,0.63235,0.09259,0.01087
0.17683,0.63971,0.03704,0.02174
0.18902,0.65441,0.05556,0.03261
0.20732,0.67647,0.09259,0.02174
0.23780,0.69118,0.05556,0.00000
0.25610,0.69118,0.05556,0.02174
0.27439,0.70588,0.05556,0.03261
0.29268,0.72794,0.07407,0.01087
0.31707,0.73529,0.07407,0.02174
0.34146,0.75000,0.09259,0.02174
0.37195,0.76471,0.07407,0.00000
0.39634,0.76471,0.07407,-0.01087
0.42073,0.75735,0.07407,-0.02174
0.44512,0.74265,0.07407,-0.04348
0.46951,0.71324,0.01852,-0.01087
0.47561,0.70588,0.05556,-0.08696
0.49390,0.64706,0.03704,-0.07609
0.50610,0.59559,0.09259,-0.20652
0.53659,0.45588,0.01852,-0.14130
0.54268,0.36029,0.01852,-0.07609
0.54878,0.30882,0.05556,-0.29348
0.56707,0.11029,-0.01852,-0.02174
0.56098,0.09559,0.03704,-0.03261
0.57317,0.07353,0.01852,-0.03261
0.57927,0.05147,0.00000,-0.02174
0.57927,0.03676,0.01852,-0.02174
0.58537,0.02206,0.00000,0.00000
0.58537,0.02206,-0.01852,0.00000
0.57927,0.02206,0.00000,0.00000
0.57927,0.02206,0.00000,0.01087
0.57927,0.02941,-0.01852,0.03261
0.57317,0.05147,0.00000,0.03261
0.57317,0.07353,-0.01852,0.05435
0.56707,0.11029,-0.01852,0.05435
0.56098,0.14706,-0.01852,0.46739
0.55488,0.46324,-0.01852,0.28261
0.54878,0.65441,-0.01852,0.02174
0.54268,0.66912,-0.01852,0.10870
0.53659,0.74265,-0.05556,0.04348
0.51829,0.77206,-0.01852,0.02174
0.51220,0.78676,-0.05556,0.01087
0.49390,0.79412,-0.03704,0.00000
0.48171,0.79412,-0.05556,-0.01087
0.46341,0.78676,-0.05556,-0.01087
0.44512,0.77941,-0.05556,-0.03261
0.42683,0.75735,-0.03704,-0.03261
0.41463,0.73529,-0.05556,-0.03261
0.39634,0.71324,-0.03704,-0.04348
0.38415,0.68382,-0.01852,-0.06522
0.37805,0.63971,-0.01852,-0.05435
0.37195,0.60294,-0.01852,-0.04348
0.36585,0.57353,0.01852,-0.05435
0.37195,0.53676,-0.01852,-0.05435
0.36585,0.50000,0.03704,-0.03261
0.37805,0.47794,0.03704,-0.03261
0.39024,0.45588,0.05556,-0.03261
0.40854,0.43382,0.05556,-0.02174
0.42683,0.41912,0.05556,-0.02174
0.44512,0.40441,0.07407,0.01087
0.46951,0.41176,0.05556,0.00000
0.48780,0.41176,0.05556,0.02174
0.50610,0.42647,0.09259,0.03261
0.53659,0.44853,0.05556,0.02174
0.55488,0.46324,0.07407,0.03261
0.57927,0.48529,0.05556,0.03261
0.59756,0.50735,0.05556,0.04348
0.61585,0.53676,0.07407,0.04348
0.64024,0.56618,0.09259,0.05435
0.67073,0.60294,0.05556,0.06522
0.68902,0.64706,0.03704,0.02174
0.70122,0.66176,0.07407,0.04348
0.72561,0.69118,0.05556,0.04348
0.74390,0.72059,0.07407,0.04348
0.76829,0.75000,0.05556,0.04348
0.78659,0.77941,0.07407,0.05435
0.81098,0.81618,0.05556,0.01087
0.82927,0.82353,0.05556,0.02174
0.84756,0.83824,0.07407,0.01087
0.87195,0.84559,0.03704,0.02174
0.88415,0.86029,0.05556,-0.01087
0.90244,0.85294,0.03704,-0.01087
0.91463,0.84559,0.05556,-0.03261
0.93293,0.82353,0.03704,-0.03261
0.94512,0.80147,-0.01852,-0.03261
0.93902,0.77941,0.09259,-0.04348
0.96951,0.75000,-0.01852,-0.07609
0.96341,0.69853,0.03704,-0.04348
0.97561,0.66912,0.00000,-0.18478
0.97561,0.54412,-0.03704,-0.07609
0.96341,0.49265,-0.03704,-0.03261
0.95122,0.47059,0.00000,-0.04348
0.95122,0.44118,-0.03704,-0.04348
0.93902,0.41176,-0.03704,-0.03261
0.92683,0.38971,-0.03704,-0.02174
0.91463,0.37500,-0.03704,-0.01087
0.90244,0.36765,-0.05556,-0.01087
0.88415,0.36029,-0.07407,0.03261
0.85976,0.38235,-0.03704,0.01087
0.84756,0.38971,-0.05556,0.03261
0.82927,0.41176,-0.07407,0.03261
0.80488,0.43382,-0.07407,0.05435
0.78049,0.47059,-0.18519,0.13043
0.71951,0.55882,-0.14815,0.10870
0.67073,0.63235,-0.12963,0.07609
0.62805,0.68382,-0.09259,0.05435
0.59756,0.72059,-0.01852,0.01087
0.59146,0.72794,-0.09259,0.04348
0.56098,0.75735,-0.09259,0.03261
0.53049,0.77941,-0.11111,0.02174
0.49390,0.79412,-0.09259,0.02174
0.46341,0.80882,-0.12963,0.04348
0.42073,0.83824,-0.12963,0.01087
0.37805,0.84559,-0.20370,0.01087
0.31098,0.85294,-0.31481,-0.01087
0.20732,0.84559,-0.25926,-0.10870
0.12195,0.77206,-0.07407,-0.02174
0.09756,0.75735,-0.07407,-0.04348
0.07317,0.72794,-0.03704,-0.04348
0.06098,0.69853,-0.05556,-0.04348
0.04268,0.66912,-0.05556,-0.06522
0.02439,0.62500,0.00000,-0.03261
0.02439,0.60294,-0.01852,-0.04348
0.01829,0.57353,-0.01852,-0.06522
0.01220,0.52941,0.00000,-0.04348
0.01220,0.50000,0.01852,-0.03261
0.01829,0.47794,0.01852,-0.02174
0.02439,0.46324,0.01852,-0.02174
0.03049,0.44853,0.01852,-0.01087
0.03659,0.44118,0.01852,0.00000
0.04268,0.44118,0.03704,0.01087
0.05488,0.44853,0.03704,0.02174
0.06707,0.46324,0.05556,0.02174
0.08537,0.47794,0.05556,0.03261
0.10366,0.50000,0.03704,0.02174
0.11585,0.51471,0.07407,0.04348
0.14024,0.54412,0.05556,0.03261
0.15854,0.56618,0.05556,0.03261
0.17683,0.58824,0.05556,0.04348
0.19512,0.61765,0.09259,0.03261
0.22561,0.63971,0.12963,0.03261
0.26829,0.66176,0.14815,0.05435
0.31707,0.69853,0.05556,0.03261
0.33537,0.72059,0.09259,0.03261
0.36585,0.74265,0.14815,0.03261
0.41463,0.76471,0.05556,0.00000
0.43293,0.76471,0.05556,0.02174
0.45122,0.77941,0.11111,0.03261
0.48780,0.80147,0.09259,0.00000
0.51829,0.80147,0.03704,-0.02174
0.53049,0.78676,0.05556,-0.03261
0.54878,0.76471,0.05556,-0.04348
0.56707,0.73529,0.00000,-0.04348
0.56707,0.70588,0.01852,-0.36957
0.57317,0.45588,0.00000,-0.15217
0.57317,0.35294,-0.01852,-0.09783
0.56707,0.28676,0.01852,-0.03261
0.57317,0.26471,0.03704,-0.07609
0.58537,0.21324,-0.03704,-0.04348
0.57317,0.18382,0.00000,-0.04348
0.57317,0.15441,0.05556,-0.03261
0.59146,0.13235,-0.01852,-0.04348
0.58537,0.10294,0.00000,-0.01087
0.58537,0.09559,0.00000,-0.03261
0.58537,0.07353,0.01852,-0.01087
0.59146,0.06618,-0.01852,-0.02174
0.58537,0.05147,0.00000,-0.01087
0.58537,0.04412,0.00000,0.01087
0.58537,0.05147,0.00000,0.01087
0.58537,0.05882,0.00000,0.02174
0.58537,0.07353,-0.01852,0.03261
0.57927,0.09559,-0.09259,0.92391
0.54878,0.72059,-0.03704,0.14130
0.53659,0.81618,-0.07407,0.06522
0.51220,0.86029,-0.05556,0.00000
0.49390,0.86029,-0.05556,0.00000
0.47561,0.86029,-0.05556,-0.02174
0.45732,0.84559,-0.05556,-0.03261
0.43902,0.82353,-0.09259,-0.07609
0.40854,0.77206,-0.03704,-0.05435
0.39634,0.73529,0.03704,-0.42391
0.40854,0.44853,0.07407,-0.06522
0.43293,0.40441,0.09259,-0.03261
0.46341,0.38235,0.11111,-0.03261
0.50000,0.36029,0.03704,0.00000
0.51220,0.36029,0.07407,0.00000
0.53659,0.36029,0.11111,0.00000
0.57317,0.36029,0.05556,0.03261
0.59146,0.38235,0.09259,0.01087
0.62195,0.38971,0.07407,0.04348
0.64634,0.41912,0.07407,0.04348
0.67073,0.44853,0.07407,0.04348
0.69512,0.47794,0.07407,0.06522
0.71951,0.52206,0.24074,0.21739
0.79878,0.66912,0.05556,0.05435
0.81707,0.70588,0.05556,0.06522
0.83537,0.75000,0.07407,0.06522
0.85976,0.79412,0.03704,0.02174
0.87195,0.80882,0.03704,0.02174
0.88415,0.82353,0.03704,0.02174
0.89634,0.83824,0.05556,0.01087
0.91463,0.84559,0.01852,0.01087
0.92073,0.85294,0.03704,-0.02174
0.93293,0.83824,0.03704,-0.03261
0.94512,0.81618,0.01852,-0.01087
0.95122,0.80882,0.00000,-0.05435
0.95122,0.77206,0.05556,-0.04348
0.96951,0.74265,-0.01852,-0.07609
0.96341,0.69118,-0.01852,-0.19565
0.95732,0.55882,-0.01852,-0.08696
0.95122,0.50000,-0.05556,-0.07609
0.93293,0.44853,-0.05556,-0.04348
0.91463,0.41912,-0.03704,-0.03261
0.90244,0.39706,-0.05556,-0.02174
0.88415,0.38235,-0.07407,-0.02174
0.85976,0.36765,-0.03704,-0.01087
0.84756,0.36029,-0.05556,0.00000
0.82927,0.36029,-0.20370,0.04348
0.76220,0.38971,-0.01852,0.01087
0.75610,0.39706,-0.11111,0.05435
0.71951,0.43382,-0.09259,0.05435
0.68902,0.47059,-0.09259,0.05435
0.65854,0.50735,-0.05556,0.03261
0.64024,0.52941,-0.11111,0.08696
0.60366,0.58824,-0.05556,0.05435
0.58537,0.62500,-0.09259,0.06522
0.55488,0.66912,-0.03704,0.03261
0.54268,0.69118,-0.07407,0.05435
0.51829,0.72794,-0.07407,0.04348
0.49390,0.75735,-0.07407,0.04348
0.46951,0.78676,-0.35185,0.08696
0.35366,0.84559,-0.27778,0.02174
0.26220,0.86029,-0.33333,-0.07609
0.15244,0.80882,-0.07407,-0.03261
0.12805,0.78676,-0.11111,-0.05435
0.09146,0.75000,-0.05556,-0.03261
0.07317,0.72794,-0.12963,-0.16304
0.03049,0.61765,-0.03704,-0.07609
0.01829,0.56618,-0.01852,-0.03261
0.01220,0.54412,0.00000,-0.04348
0.01220,0.51471,0.01852,-0.03261
0.01829,0.49265,0.01852,-0.01087
0.02439,0.48529,0.01852,-0.01087
0.03049,0.47794,0.03704,0.01087
0.04268,0.48529,0.07407,0.01087
0.06707,0.49265,0.07407,0.02174
0.09146,0.50735,0.05556,0.02174
0.10976,0.52206,0.03704,0.01087
0.12195,0.52941,0.07407,0.04348
0.14634,0.55882,0.03704,0.00000
0.15854,0.55882,0.42593,0.11957
0.29878,0.63971,0.40741,0.10870
0.43293,0.71324,0.12963,0.02174
0.47561,0.72794,0.05556,0.02174
0.49390,0.74265,0.12963,0.00000
0.53659,0.74265,0.07407,0.01087
0.56098,0.75000,0.07407,-0.03261
0.58537,0.72794,0.03704,-0.01087
0.59756,0.72059,0.05556,-0.04348
0.61585,0.69118,0.03704,-0.05435
0.62805,0.65441,-0.01852,-0.07609
0.62195,0.60294,0.01852,-0.04348
0.62805,0.57353,0.00000,-0.22826
0.62805,0.41912,0.00000,-0.20652
0.62805,0.27941,-0.01852,-0.22826
0.62195,0.12500,0.00000,-0.01087
0.62195,0.11765,0.00000,-0.05435
0.62195,0.08088,0.00000,-0.03261
0.62195,0.05882,0.00000,-0.02174
0.62195,0.04412,0.00000,0.00000
0.62195,0.04412,0.00000,-0.01087
0.62195,0.03676,-0.01852,0.00000
0.61585,0.03676,0.00000,0.02174
0.61585,0.05147,-0.01852,0.02174
0.60976,0.06618,0.03704,0.03261
0.62195,0.08824,-0.05556,0.03261
0.60366,0.11029,0.01852,0.03261
0.60976,0.13235,0.00000,0.10870
0.60976,0.20588,0.00000,0.34783
0.60976,0.44118,0.01852,0.39130
0.61585,0.70588,-0.05556,0.05435
0.59756,0.74265,-0.01852,0.04348
0.59146,0.77206,-0.05556,0.02174
0.57317,0.78676,-0.05556,0.02174
0.55488,0.80147,-0.09259,0.02174
0.52439,0.81618,-0.05556,0.00000
0.50610,0.81618,-0.11111,-0.03261
0.46951,0.79412,-0.07407,-0.02174
0.44512,0.77941,-0.07407,-0.03261
0.42073,0.75735,-0.09259,-0.05435
0.39024,0.72059,-0.01852,-0.03261
0.38415,0.69853,-0.03704,-0.20652
0.37195,0.55882,0.05556,-0.13043
0.39024,0.47059,0.03704,-0.05435
0.40244,0.43382,0.09259,-0.04348
0.43293,0.40441,0.03704,-0.02174
0.44512,0.38971,0.07407,0.00000
0.46951,0.38971,0.16667,-0.01087
0.52439,0.38235,0.07407,0.02174
0.54878,0.39706,0.09259,0.02174
0.57927,0.41176,0.25926,0.10870
0.66463,0.48529,0.09259,0.03261
0.69512,0.50735,0.03704,0.03261
0.70732,0.52941,0.09259,0.05435
0.73780,0.56618,0.03704,0.04348
0.75000,0.59559,0.05556,0.04348
0.76829,0.62500,0.09259,0.06522
0.79878,0.66912,0.03704,0.03261
0.81098,0.69118,0.03704,0.04348
0.82317,0.72059,0.05556,0.03261
0.84146,0.74265,0.01852,0.03261
0.84756,0.76471,0.07407,0.02174
0.87195,0.77941,0.03704,0.02174
0.88415,0.79412,0.03704,0.02174
0.89634,0.80882,0.05556,-0.01087
0.91463,0.80147,0.03704,0.01087
0.92683,0.80882,0.05556,0.00000
0.94512,0.80882,0.03704,-0.03261
0.95732,0.78676,0.03704,-0.03261
0.96951,0.76471,0.01852,-0.02174
0.97561,0.75000,0.01852,-0.05435
0.98171,0.71324,0.05556,-0.11957
1.00000,0.63235,0.00000,-0.06522
1.00000,0.58824,-0.05556,-0.13043
0.98171,0.50000,-0.01852,-0.02174
0.97561,0.48529,-0.05556,-0.08696
0.95732,0.42647,-0.05556,-0.04348
0.93902,0.39706,-0.03704,-0.02174
0.92683,0.38235,-0.07407,-0.03261
0.90244,0.36029,-0.09259,-0.02174
0.87195,0.34559,-0.05556,-0.01087
0.85366,0.33824,-0.05556,0.01087
0.83537,0.34559,-0.09259,0.02174
0.80488,0.36029,-0.09259,0.03261
0.77439,0.38235,-0.18519,0.07609
0.71341,0.43382,-0.01852,0.01087
0.70732,0.44118,-0.18519,0.09783
0.64634,0.50735,-0.11111,0.05435
0.60976,0.54412,-0.03704,0.02174
0.59756,0.55882,-0.12963,0.07609
0.55488,0.61029,-0.14815,0.07609
0.50610,0.66176,-0.12963,0.06522
0.46341,0.70588,-0.09259,0.04348
0.43293,0.73529,-0.03704,0.01087
0.42073,0.74265,-0.31481,0.07609
0.31707,0.79412,-0.12963,0.03261
0.27439,0.81618,-0.01852,0.00000
0.26829,0.81618,-0.14815,-0.01087
0.21951,0.80882,-0.29630,-0.06522
0.12195,0.76471,-0.07407,-0.02174
0.09756,0.75000,-0.11111,-0.06522
0.06098,0.70588,-0.05556,-0.04348
0.04268,0.67647,-0.03704,-0.04348
0.03049,0.64706,-0.05556,-0.06522
0.01220,0.60294,-0.01852,-0.05435
0.00610,0.56618,-0.01852,-0.03261
0.00000,0.54412,0.00000,-0.05435
0.00000,0.50735,0.01852,-0.03261
0.00610,0.48529,0.00000,-0.03261
0.00610,0.46324,0.01852,-0.02174
0.01220,0.44853,0.01852,-0.02174
0.01829,0.43382,0.03704,0.00000
0.03049,0.43382,0.05556,0.01087
0.04878,0.44118,0.12963,0.03261
0.09146,0.46324,0.25926,0.04348
0.17683,0.49265,0.72222,0.21739
0.41463,0.63971,0.29630,0.07609
0.51220,0.69118,0.09259,0.01087
0.54268,0.69853,0.09259,0.02174
0.57317,0.71324,0.07407,0.01087
0.59756,0.72059,0.05556,0.01087
0.61585,0.72794,0.01852,-0.01087
0.62195,0.72059,0.01852,-0.04348
0.62805,0.69118,0.03704,-0.07609
0.64024,0.63971,-0.01852,-0.09783
0.63415,0.57353,0.00000,-0.17391
0.63415,0.45588,-0.03704,-0.23913
0.62195,0.29412,0.00000,-0.13043
0.62195,0.20588,0.00000,-0.06522
0.62195,0.16176,0.00000,-0.05435
0.62195,0.12500,0.00000,-0.05435
0.62195,0.08824,-0.01852,-0.02174
0.61585,0.07353,0.00000,-0.04348
0.61585,0.04412,0.00000,-0.03261
0.61585,0.02206,-0.01852,-0.02174
0.60976,0.00735,0.00000,-0.01087
0.60976,0.00000,0.00000,0.01087
0.60976,0.00735,0.00000,0.00000
0.60976,0.00735,0.00000,0.01087
0.60976,0.01471,0.00000,0.03261
0.60976,0.03676,-0.05556,0.26087
0.59146,0.21324,-0.05556,0.21739
0.57317,0.36029,-0.01852,0.11957
0.56707,0.44118,0.00000,0.22826
0.56707,0.59559,-0.03704,0.16304
0.55488,0.70588,0.00000,0.06522
0.55488,0.75000,0.01852,0.04348
0.56098,0.77941,-0.03704,0.04348
0.54878,0.80882,-0.01852,0.02174
0.54268,0.82353,-0.03704,0.01087
0.53049,0.83088,-0.01852,0.01087
0.52439,0.83824,-0.03704,-0.02174
0.51220,0.82353,-0.03704,-0.01087
0.50000,0.81618,-0.07407,-0.06522
0.47561,0.77206,-0.03704,-0.07609
0.46341,0.72059,-0.03704,-0.06522
0.45122,0.67647,-0.01852,-0.07609
0.44512,0.62500,-0.01852,-0.18478
0.43902,0.50000,0.03704,-0.05435
0.45122,0.46324,0.05556,-0.06522
0.46951,0.41912,0.05556,-0.03261
0.48780,0.39706,0.03704,-0.02174
0.50000,0.38235,0.07407,-0.01087
0.52439,0.37500,0.05556,-0.02174
0.54268,0.36029,0.05556,0.01087
0.56098,0.36765,0.09259,0.01087
0.59146,0.37500,0.05556,0.01087
0.60976,0.38235,0.05556,0.03261
0.62805,0.40441,0.07407,0.02174
0.65244,0.41912,0.05556,0.04348
0.67073,0.44853,0.03704,0.03261
0.68293,0.47059,0.09259,0.04348
0.71341,0.50000,0.05556,0.04348
0.73171,0.52941,0.07407,0.05435
0.75610,0.56618,0.00000,0.01087
0.75610,0.57353,0.07407,0.06522
0.78049,0.61765,0.07407,0.05435
0.80488,0.65441,0.00000,0.02174
0.80488,0.66912,0.03704,0.03261
0.81707,0.69118,0.07407,0.06522
0.84146,0.73529,0.07407,0.06522
0.86585,0.77941,0.05556,0.04348
0.88415,0.80882,0.05556,0.02174
0.90244,0.82353,0.01852,0.01087
0.90854,0.83088,0.05556,0.01087
0.92683,0.83824,0.05556,0.00000
0.94512,0.83824,0.05556,-0.02174
0.96341,0.82353,0.01852,-0.02174
0.96951,0.80882,0.03704,-0.03261
0.98171,0.78676,0.05556,-0.07609
1.00000,0.73529,0.00000,-0.02174
1.00000,0.72059,-0.03704,-0.48913
0.98780,0.38971,-0.01852,-0.02174
0.98171,0.37500,-0.05556,-0.04348
0.96341,0.34559,-0.03704,-0.01087
0.95122,0.33824,-0.05556,0.00000
0.93293,0.33824,-0.07407,0.01087
0.90854,0.34559,-0.09259,0.04348
0.87805,0.37500,-0.03704,0.02174
0.86585,0.38971,-0.07407,0.03261
0.84146,0.41176,-0.09259,0.04348
0.81098,0.44118,-0.11111,0.06522
